loan_id,state_code,county,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,loan_type,loan_purpose,lien_position,reverse_mortgage,open_end_line_of_credit,loan_amount,closing_date,first_payment_date,maturity_date,loan_term,principal_interest_pmt,interest_rate,property_value,total_loan_costs,origition_charges,other_loan_costs,lender_credits,prepayment_pelty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,occupancy_type,manufactured_home,total_units,income_thousands,recurring_monthly_debt,median_fico_score,credit_score_type,aus_type,umbs_code,target_profit
5024800,FL,Miami-Dade,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Home purchase,1,False,False,545000,2021-09-02,2021-10-01,2051-09-01,360,2365.4700000000003,3.25,681250,6196.450000000011,2125.500000000011,4070.95,,,,False,0,0,False,Primary residence,False,1,200,6834.0,709,FICO Risk Score Classic,LP,UMBS 30YR 3.0,27250.000000000025
5024833,NC,Union    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,285000,2021-09-02,2021-10-01,2036-09-01,180,1863.5,2.25,528561,15132.000000000038,14592.000000000038,540,,,,False,0,0,False,Primary residence,False,1,141,3525.0,709,Experian Fair Isaac,DU,UMBS 30YR 2.0,14250.000000000013
5025037,TX,Nueces    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Home purchase,1,False,False,155000,2021-09-02,2021-10-01,2051-09-01,360,672.75,3.25,203948,3641.300000000003,604.5000000000027,3036.8,,,,False,0,0,False,Second residence,False,1,190,4750.0,709,FICO Risk Score Classic,DU,UMBS 30YR 3.0,7750.000000000007
5025057,CA,Orange    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,325000,2021-09-03,2021-10-01,2041-09-01,240,1777.92,2.875,814945,3854.499999999991,2697.499999999991,1157,,,,False,0,0,False,Second residence,False,1,401,5013.0,709,FICO Risk Score Classic,DU,UMBS 15YR 2.5,16250.000000000015
5025061,PA,Dauphin    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,175000,2021-09-03,2021-10-01,2036-09-01,180,1123.48,1.99,257353,15367.000000000002,13212.500000000002,2154.5,,,,False,0,0,False,Primary residence,False,1,105,2713.0,709,Equifax Beacon 5.0,DU,UMBS 30YR 1.5,8750.000000000007
5025167,CA,Ventura    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,725000,2021-09-03,2021-10-01,2051-09-01,360,3097.6600000000003,3.125,941559,15233.41,13122.5,2110.91,,,,False,0,0,False,Primary residence,False,1,139,5445.0,709,Equifax Beacon 5.0,DU,UMBS 30YR 2.5,36250.00000000003
5025187,LA,Lafayette Parish   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,185000,2021-09-03,2021-10-01,2051-09-01,360,753.52,2.75,292352,5347.160000000002,3348.500000000002,1998.6599999999999,,,,False,0,0,False,Primary residence,False,1,68,2040.0,709,Equifax Beacon 5.0,DU,UMBS 30YR 2.5,9250.00000000001
5025216,OH,Summit    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,215000,2021-09-03,2021-10-01,2036-09-01,180,1455.71,2.75,330770,4857.340000000001,3891.500000000001,965.84,,,,False,0,0,False,Primary residence,False,1,137,4339.0,709,Equifax Beacon 5.0,DU,UMBS 30YR 2.5,10750.00000000001
5025255,CA,San Luis Obispo  ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,105000,2021-09-04,2021-10-01,2051-09-01,360,455.74,3.25,512196,1172.0,0.0,1172,,,,False,0,0,False,Primary residence,False,1,24,860.0,709,Equifax Beacon 5.0,DU,UMBS 15YR 3.0,5250.000000000005
5025376,KS,Johnson    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Home purchase,1,False,False,285000,2021-09-04,2021-10-01,2051-09-01,360,1197.06,2.99,380000,3355.4999999999927,2365.4999999999927,989.9999999999998,,,,False,0,0,False,Primary residence,False,1,80,2934.0,709,FICO Risk Score Classic,LP,UMBS 15YR 2.5,14250.000000000013
5025438,CA,Los Angeles   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,485000,2021-09-04,2021-10-01,2051-09-01,360,2007.42,2.875,725072,12473.7,8778.500000000002,3695.199999999999,,,,False,0,0,False,Investment property,False,1,141,5640.0,709,Equifax Beacon 5.0,DU,UMBS 30YR 2.5,24250.000000000022
5025454,WA,King    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,265000,2021-09-04,2021-10-01,2051-09-01,360,1096.84,2.875,329030,5866.28,4796.5,1069.7799999999997,,,,False,0,0,False,Primary residence,False,1,53,2120.0,709,Experian Fair Isaac,LP,UMBS 30YR 2.5,13250.000000000011
5025462,NJ,Atlantic    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,135000,2021-09-06,2021-10-01,2036-09-01,180,914.05,2.75,247253,3532.500000000001,2443.500000000001,1089,,,,False,0,0,False,Primary residence,False,1,93,2170.0,709,Experian Fair Isaac,DU,UMBS 30YR 2.5,6750.000000000006
5025545,NV,Clark    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,245000,2021-09-07,2021-10-01,2051-09-01,360,1014.06,2.875,275343,6333.500000000001,4434.500000000001,1899,,,,False,0,0,False,Primary residence,False,1,160,2667.0,709,Experian Fair Isaac,DU,UMBS 30YR 2.5,12250.000000000011
5025643,NY,Westchester    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,385000,2021-09-08,2021-10-01,2051-09-01,360,1593.52,2.875,530012,9730.500000000004,6968.500000000004,2762,,,,False,0,0,False,Primary residence,False,1,174,4350.0,709,Equifax Beacon 5.0,LP,UMBS 30YR 2.5,19250.00000000002
5025789,MA,Worcester    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,495000,2021-09-08,2021-10-01,2036-09-01,180,3265.1000000000004,2.375,1101469,25849.000000000065,25344.000000000065,505,,,,False,0,0,False,Primary residence,False,1,168,6860.0,709,Equifax Beacon 5.0,DU,UMBS 30YR 2.0,24750.000000000022
5025854,CA,Placer    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Home purchase,1,False,False,515000,2021-09-08,2021-10-01,2051-09-01,360,2218.5,3.19,530928,10509.48,9321.5,1187.98,,,,False,0,0,False,Primary residence,False,1,190,6650.0,709,FICO Risk Score Classic,LP,UMBS 30YR 2.5,25750.000000000022
5025880,MO,St. Louis   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,215000,2021-09-08,2021-10-01,2036-09-01,180,1480.03,2.99,336622,5059.22,3891.500000000001,1167.7199999999993,,,,False,0,0,False,Primary residence,False,1,89,2596.0,709,Equifax Beacon 5.0,LP,UMBS 30YR 2.5,10750.00000000001
5025891,NC,Mecklenburg    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,225000,2021-09-09,2021-10-01,2041-09-01,240,1243.62,2.99,346154,2374.4999999999927,1867.4999999999927,507.0000000000002,,,,False,0,0,False,Primary residence,False,1,41,1675.0,709,FICO Risk Score Classic,DU,UMBS 15YR 2.5,11250.00000000001
5025904,OK,Wagoner    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,165000,2021-09-09,2021-10-01,2051-09-01,360,693.04,2.99,236018,5805.000000000001,2986.500000000001,2818.5,,,,False,0,0,False,Primary residence,False,1,64,1334.0,709,Experian Fair Isaac,LP,UMBS 30YR 2.5,8250.000000000007
5025982,IL,Macoupin    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Home purchase,1,False,False,65000,2021-09-09,2021-10-01,2051-09-01,360,295.55,3.625,67011,1813.500000000001,253.5000000000009,1560,,,,False,0,0,False,Primary residence,False,1,40,900.0,709,FICO Risk Score Classic,DU,UMBS 30YR 3.0,3250.0000000000027
5026032,OR,Clackamas    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,155000,2021-09-09,2021-10-01,2051-09-01,360,683.33,3.375,380182,2208.5000000000027,604.5000000000027,1604,,,,False,0,0,False,Primary residence,False,1,49,1797.0,709,FICO Risk Score Classic,DU,UMBS 30YR 3.0,7750.000000000007
5026065,CT,Fairfield    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,155000,2021-09-10,2021-10-01,2036-09-01,180,1040.4,2.625,310311,9306.500000000022,7936.000000000021,1370.5,,,,False,0,0,False,Primary residence,False,1,83,1799.0,709,FICO Risk Score Classic,DU,UMBS 30YR 2.0,7750.000000000007
5026173,NC,Burke    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Home purchase,1,False,False,445000,2021-09-10,2021-10-01,2051-09-01,360,1869.09,2.99,556250,6387.499999999985,3693.4999999999854,2694,,,,False,0,0,False,Second residence,False,1,438,10220.0,709,Experian Fair Isaac,DU,UMBS 15YR 2.5,22250.00000000002
5026243,CO,Denver    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,235000,2021-09-10,2021-10-01,2036-09-01,180,1536.57,2.25,559524,4629.500000000013,4629.500000000013,0,,,,False,0,0,False,Second residence,False,1,94,2899.0,709,Experian Fair Isaac,DU,UMBS 15YR 2.0,11750.000000000011
5026279,TX,Williamson    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,285000,2021-09-10,2021-10-01,2036-09-01,180,1929.65,2.75,356250,7959.4000000000015,5158.500000000002,2800.8999999999996,,,,False,0,0,False,Primary residence,False,1,103,3949.0,709,Equifax Beacon 5.0,LP,UMBS 30YR 2.5,14250.000000000013
5026412,OR,Washington    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,395000,2021-09-10,2021-10-01,2051-09-01,360,1608.87,2.75,526667,10283.5,7149.500000000002,3133.999999999999,,,,False,0,0,False,Investment property,False,1,238,4760.0,709,Experian Fair Isaac,DU,UMBS 30YR 2.5,19750.00000000002
5026430,FL,Miami-Dade,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,335000,2021-09-10,2021-10-01,2041-09-01,240,1851.62,2.99,421915,4863.669999999991,2780.499999999991,2083.17,,,,False,0,0,False,Primary residence,False,1,144,3000.0,709,FICO Risk Score Classic,DU,UMBS 15YR 2.5,16750.000000000015
5026444,CA,Riverside    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,435000,2021-09-11,2021-10-01,2051-09-01,360,1827.08,2.99,675047,9573.000000000002,7873.500000000002,1699.5,,,,False,0,0,False,Primary residence,False,1,156,5850.0,709,FICO Risk Score Classic,LP,UMBS 30YR 2.5,21750.00000000002
5026490,CA,Los Angeles   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,485000,2021-09-11,2021-10-01,2051-09-01,360,1943.76,2.625,823710,24875.800000000065,24832.000000000065,43.8,,,,False,0,0,False,Primary residence,False,1,178,3264.0,709,Equifax Beacon 5.0,DU,UMBS 30YR 2.0,24250.000000000022
5026512,NJ,Cape May   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,155000,2021-09-13,2021-10-01,2036-09-01,180,1049.46,2.75,227340,4509.500000000001,2805.500000000001,1704,,,,False,0,0,False,Primary residence,False,1,46,1534.0,709,Experian Fair Isaac,DU,UMBS 30YR 2.5,7750.000000000007
5026586,NJ,Monmouth    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,325000,2021-09-14,2021-10-01,2051-09-01,360,1365.06,2.99,464286,4317.499999999991,2697.499999999991,1620,,,,False,0,0,False,Primary residence,False,1,103,2833.0,709,FICO Risk Score Classic,LP,UMBS 15YR 2.5,16250.000000000015
5026613,CA,Santa Clara   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,625000,2021-09-15,2021-11-01,2051-10-01,360,2586.8900000000003,2.875,1350476,13474.660000000003,11312.500000000004,2162.16,,,,False,0,0,False,Primary residence,False,1,170,6375.0,709,Equifax Beacon 5.0,DU,UMBS 30YR 2.5,31250.00000000003
5026645,MN,Olmsted    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Home purchase,1,False,False,165000,2021-09-15,2021-11-01,2051-10-01,360,716.16,3.25,170104,2175.5000000000027,643.5000000000027,1532,,,,False,0,0,False,Primary residence,False,1,78,2340.0,709,Equifax Beacon 5.0,LP,UMBS 30YR 3.0,8250.000000000007
5026659,FL,Martin    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,305000,2021-09-15,2021-11-01,2045-10-01,288,1481.64,2.99,412163,7889.889999999999,5520.5,2369.3899999999994,,,,False,0,0,False,Primary residence,False,1,151,4530.0,709,FICO Risk Score Classic,DU,UMBS 30YR 2.5,15250.000000000013
5026791,FL,Miami-Dade,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,115000,2021-09-16,2021-11-01,2031-10-01,120,1081.86,2.5,245360,7064.760000000016,5888.0000000000155,1176.7600000000002,,,,False,0,0,False,Primary residence,False,1,49,1675.0,709,FICO Risk Score Classic,DU,UMBS 30YR 2.0,5750.0000000000055
5026836,CA,Los Angeles   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Home purchase,1,False,False,625000,2021-09-16,2021-11-01,2051-10-01,360,2755.36,3.375,657895,7059.590000000011,2437.500000000011,4622.09,,,,False,0,0,False,Primary residence,False,1,179,5221.0,709,Equifax Beacon 5.0,DU,UMBS 30YR 3.0,31250.00000000003
5026964,AZ,Maricopa    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,305000,2021-09-16,2021-11-01,2036-10-01,180,2099.5800000000004,2.99,508334,6852.5,5520.5,1332,,,,False,0,0,False,Primary residence,False,1,150,2500.0,709,Equifax Beacon 5.0,DU,UMBS 30YR 2.5,15250.000000000013
5026992,WY,Laramie    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,195000,2021-09-16,2021-11-01,2051-10-01,360,768.89,2.5,327511,11640.500000000027,9984.000000000027,1656.5,,,84.0,False,0,0,False,Primary residence,False,1,63,1208.0,709,FICO Risk Score Classic,DU,UMBS 30YR 2.0,9750.00000000001
5027049,FL,Charlotte    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,145000,2021-09-17,2021-11-01,2051-10-01,360,649.23,3.5,157609,1272.7,0.0,1272.7,,,,False,0,0,False,Primary residence,False,1,40,1500.0,709,Experian Fair Isaac,DU,UMBS 15YR 3.0,7250.000000000006
5027081,NJ,Burlington    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,215000,2021-08-19,2021-10-01,2036-09-01,180,1405.8,2.25,345549,12363.00000000003,11008.00000000003,1354.9999999999995,,,,False,0,0,False,Primary residence,False,1,104,2947.0,710,Equifax Beacon 5.0,LP,UMBS 30YR 2.0,10750.00000000001
5027264,AZ,Navajo    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,235000,2021-08-24,2021-10-01,2051-09-01,360,972.67,2.875,413806,6220.000000000002,4253.500000000002,1966.5,,,,False,0,0,False,Primary residence,False,1,67,1675.0,710,Equifax Beacon 5.0,DU,UMBS 30YR 2.5,11750.000000000011
5027322,PA,Cumberland    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Home purchase,1,False,False,75000,2021-08-24,2021-10-01,2051-09-01,360,335.81,3.5,131579,2432.6800000000007,292.5000000000009,2140.18,,,,False,0,0,False,Primary residence,False,1,20,717.0,710,FICO Risk Score Classic,DU,UMBS 30YR 3.0,3750.000000000003
5027328,CA,Los Angeles   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Home purchase,1,False,False,595000,2021-08-25,2021-10-01,2051-09-01,360,2499.11,2.99,632979,9673.44999999998,4938.499999999982,4734.949999999999,,,,False,0,0,False,Primary residence,False,1,92,3757.0,710,FICO Risk Score Classic,DU,UMBS 15YR 2.5,29750.000000000025
5027346,RI,Kent    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,215000,2021-08-26,2021-10-01,2051-09-01,360,933.17,3.25,272152,1746.5000000000018,838.5000000000018,908,,,,False,0,0,False,Primary residence,False,1,95,2850.0,710,FICO Risk Score Classic,DU,UMBS 30YR 3.0,10750.00000000001
5027370,UT,Salt Lake   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Home purchase,1,False,False,575000,2021-08-27,2021-10-01,2051-09-01,360,2415.11,2.99,605264,10407.500000000004,10407.500000000004,0,,,,False,0,0,False,Primary residence,False,1,247,8645.0,710,FICO Risk Score Classic,DU,UMBS 30YR 2.5,28750.000000000025
5027375,MI,Genesee    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,185000,2021-08-27,2021-10-01,2051-09-01,360,777.04,2.99,268584,2805.9999999999964,1535.4999999999964,1270.5,,,,False,0,0,False,Primary residence,False,1,66,2365.0,710,Equifax Beacon 5.0,LP,UMBS 15YR 2.5,9250.00000000001
5027400,CA,Los Angeles   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,295000,2021-08-31,2021-10-01,2031-09-01,120,2708.59,1.99,910213,23484.500000000004,22272.500000000004,1212,,,,False,0,0,False,Primary residence,False,1,215,3763.0,710,Experian Fair Isaac,LP,UMBS 30YR 1.5,14750.000000000013
5027420,NE,Lancaster    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,185000,2021-08-31,2021-10-01,2031-09-01,120,1740.37,2.5,268116,10581.950000000026,9472.000000000025,1109.9499999999998,,,,False,0,0,False,Primary residence,False,1,88,2787.0,710,FICO Risk Score Classic,DU,UMBS 30YR 2.0,9250.00000000001
5027435,KY,Daviess    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,135000,2021-09-01,2021-10-01,2036-09-01,180,914.05,2.75,191273,4140.500000000001,2443.500000000001,1697,,,,False,0,0,False,Primary residence,False,1,48,1240.0,710,FICO Risk Score Classic,DU,UMBS 30YR 2.5,6750.000000000006
5027527,OR,Curry    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,515000,2021-09-01,2021-10-01,2051-09-01,360,2200.4100000000003,3.125,800772,12373.0,9321.5,3051.5,,,,False,0,0,False,Primary residence,False,1,168,5040.0,710,FICO Risk Score Classic,,UMBS 30YR 2.5,25750.000000000022
5027536,WA,Lewis    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,245000,2021-09-02,2021-10-01,2051-09-01,360,1131.1,3.75,355073,-896.5099999999547,-1886.4999999999545,989.9899999999998,,,,False,0,0,False,Primary residence,False,1,79,2700.0,710,FICO Risk Score Classic,DU,UMBS 30YR 3.5,12250.000000000011
5027570,AZ,Maricopa    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,315000,2021-09-02,2021-10-01,2051-09-01,360,1323.06,2.99,450000,7123.500000000002,5701.500000000002,1422,,,,False,0,0,False,Primary residence,False,1,83,2698.0,710,Experian Fair Isaac,LP,UMBS 30YR 2.5,15750.000000000015
5027577,CA,Santa Clara   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,215000,2021-09-02,2021-10-01,2031-09-01,120,1998.71,2.25,1467577,11348.61000000003,11008.00000000003,340.61,,,,False,0,0,False,Primary residence,False,1,229,3054.0,710,Equifax Beacon 5.0,DU,UMBS 30YR 2.0,10750.00000000001
5027614,AZ,Maricopa    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,175000,2021-09-02,2021-10-01,2051-09-01,360,759.56,3.25,250000,2455.500000000002,682.5000000000018,1773,,,,False,0,0,False,Primary residence,False,1,27,990.0,710,FICO Risk Score Classic,DU,UMBS 30YR 3.0,8750.000000000007
5027651,NY,Sullivan    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,235000,2021-09-02,2021-10-01,2051-09-01,360,972.67,2.875,444824,5686.000000000002,4253.500000000002,1432.5,,,,False,0,0,False,Primary residence,False,1,269,2242.0,710,Equifax Beacon 5.0,DU,UMBS 30YR 2.5,11750.000000000011
5027654,ID,Canyon    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,205000,2021-09-03,2021-10-01,2051-09-01,360,834.99,2.75,300499,5123.710000000001,3710.500000000001,1413.21,,,,False,0,0,False,Primary residence,False,1,33,1320.0,710,Experian Fair Isaac,LP,UMBS 30YR 2.5,10250.00000000001
5027701,VA,Henrico    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,155000,2021-09-03,2021-10-01,2036-09-01,180,1040.4,2.625,205981,7936.000000000021,7936.000000000021,0,,,,False,0,0,False,Primary residence,False,1,110,3025.0,710,FICO Risk Score Classic,DU,UMBS 30YR 2.0,7750.000000000007
5027702,NV,Elko    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,125000,2021-09-03,2021-10-01,2051-09-01,360,517.38,2.875,195008,3289.0000000000005,2262.5000000000005,1026.5,,,,False,0,0,False,Primary residence,False,1,17,624.0,710,Experian Fair Isaac,DU,UMBS 30YR 2.5,6250.0000000000055
5027733,OH,Fairfield    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Home purchase,1,False,False,255000,2021-09-03,2021-10-01,2051-09-01,360,1055.45,2.875,268422,6296.000000000001,4615.500000000001,1680.5,,,,False,0,0,False,Primary residence,False,1,110,2567.0,710,Experian Fair Isaac,DU,UMBS 30YR 2.5,12750.000000000011
5027743,NJ,Morris    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,255000,2021-09-04,2021-10-01,2051-09-01,360,1071.05,2.99,369512,5947.500000000001,4615.500000000001,1332,,,,False,0,0,False,Primary residence,False,1,83,3459.0,710,Experian Fair Isaac,LP,UMBS 30YR 2.5,12750.000000000011
5027794,CA,Santa Barbara   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,245000,2021-09-07,2021-10-01,2051-09-01,360,1014.06,2.875,462526,3453.9999999999945,2033.4999999999945,1420.5000000000002,,,,False,0,0,False,Primary residence,False,1,68,2437.0,710,FICO Risk Score Classic,DU,UMBS 15YR 2.5,12250.000000000011
5027844,FL,Flagler    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,295000,2021-09-07,2021-10-01,2051-09-01,360,1239.06,2.99,429279,7214.5300000000025,5339.500000000002,1875.0300000000002,,,,False,0,0,False,Primary residence,False,1,236,4917.0,710,FICO Risk Score Classic,LP,UMBS 30YR 2.5,14750.000000000013
5027852,ME,Penobscot    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,235000,2021-09-09,2021-10-01,2051-09-01,360,987.05,2.99,345589,6434.500000000002,4253.500000000002,2181,,,,False,0,0,False,Primary residence,False,1,40,1267.0,710,Equifax Beacon 5.0,DU,UMBS 30YR 2.5,11750.000000000011
5027854,OH,Auglaize    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,175000,2021-09-09,2021-10-01,2048-09-01,324,785.85,2.99,201150,5440.15,3167.5,2272.6499999999996,,,,False,0,0,False,Primary residence,False,1,78,2535.0,710,Experian Fair Isaac,DU,UMBS 30YR 2.5,8750.000000000007
5027872,CA,Riverside    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Home purchase,1,False,False,375000,2021-09-11,2021-10-01,2051-09-01,360,1575.07,2.99,416667,10512.500000000004,6787.500000000004,3725,,,,False,0,0,False,Primary residence,False,1,81,3105.0,710,Experian Fair Isaac,LP,UMBS 30YR 2.5,18750.00000000002
5027900,VA,Manassas city   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,205000,2021-09-11,2021-10-01,2032-09-01,132,1727.6299999999999,1.99,412061,16693.940000000002,15477.500000000004,1216.4400000000005,,,,False,0,0,False,Primary residence,False,1,92,3450.0,710,Experian Fair Isaac,DU,UMBS 30YR 1.5,10250.00000000001
5027904,FL,St. Johns   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,295000,2021-09-11,2021-10-01,2041-09-01,240,1595.74,2.75,475807,7072.200000000002,5339.500000000002,1732.7,,,,False,0,0,False,Primary residence,False,1,164,1777.0,710,Equifax Beacon 5.0,DU,UMBS 30YR 2.5,14750.000000000013
5027914,WA,Clark    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,185000,2021-09-13,2021-10-01,2051-09-01,360,777.04,2.99,419882,4211.840000000002,3348.500000000002,863.3399999999997,,,,False,0,0,False,Primary residence,False,1,43,1290.0,710,Equifax Beacon 5.0,DU,UMBS 30YR 2.5,9250.00000000001
5027959,MN,St. Louis   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Home purchase,1,False,False,205000,2021-09-13,2021-10-01,2051-09-01,360,875.89,3.125,227778,5998.000000000001,3710.500000000001,2287.5,,,,False,0,0,False,Primary residence,False,1,73,2251.0,710,Experian Fair Isaac,DU,UMBS 30YR 2.5,10250.00000000001
5027983,FL,Manatee    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,325000,2021-09-13,2021-10-01,2051-09-01,360,1410.61,3.25,433334,3961.5000000000055,1267.5000000000055,2694,,,,False,0,0,False,Second residence,False,1,156,5980.0,710,Equifax Beacon 5.0,DU,UMBS 30YR 3.0,16250.000000000015
5028014,OH,Warren    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,445000,2021-09-13,2021-10-01,2036-09-01,180,2808.5800000000004,1.75,687472,35646.98,33597.5,2049.4800000000005,,,,False,0,0,False,Primary residence,False,1,208,3467.0,710,Equifax Beacon 5.0,LP,UMBS 30YR 1.5,22250.00000000002
5028136,CA,Los Angeles   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,585000,2021-09-13,2021-10-01,2051-09-01,360,2382.76,2.75,1173050,10588.500000000004,10588.500000000004,0,,,,False,0,0,False,Primary residence,False,2,221,8104.0,710,FICO Risk Score Classic,DU,UMBS 30YR 2.5,29250.000000000025
