loan_id,state_code,county,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,loan_type,loan_purpose,lien_position,reverse_mortgage,open_end_line_of_credit,loan_amount,closing_date,first_payment_date,maturity_date,loan_term,principal_interest_pmt,interest_rate,umbs_code,property_value,total_loan_costs,origition_charges,other_loan_costs,lender_credits,prepayment_pelty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,occupancy_type,manufactured_home,total_units,income_thousands,recurring_monthly_debt,median_fico_score,credit_score_type,aus_type,base_margin,umbs_price,trade_margin,target_profit,trade_premium,points_and_fees,total_loan_revenue,gross_profit,profit_margin,winning_bid,winner,actual_trade_premium,acctual_loan_revenue,actual_profit_margin
5024164,DC,District of Columbia  ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Home purchase,1,False,False,445000,2021-09-07,2021-10-01,2051-09-01,360,1869.09,2.99,UMBS 30YR 2.5,468422,8054.5,8054.5,0,,,,False,0,0,False,Primary residence,False,1,77,3080.0,714,Experian Fair Isaac,DU,1.05,103.19,0.03190000000000004,22250.00000000002,14195.500000000018,8054.5,22250.00000000002,22250.00000000002,0.05000000000000004,0.03189999999999998,umbs_price,14195.499999999989,,
5024167,CA,Los Angeles   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,285000,2021-09-07,2021-10-01,2051-09-01,360,1179.62,2.875,UMBS 30YR 2.5,483051,6312.000000000002,5158.500000000002,1153.5,,,,False,0,0,False,Investment property,False,1,60,1700.0,714,FICO Risk Score Classic,DU,1.05,103.19,0.03190000000000004,14250.000000000013,9091.500000000011,5158.500000000002,14250.000000000013,14250.000000000013,0.050000000000000044,0.03189999999999998,umbs_price,9091.499999999993,,
5024200,FL,Orange    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,205000,2021-09-08,2021-10-01,2051-09-01,360,848.5,2.875,UMBS 15YR 2.5,356089,3767.4499999999944,1701.4999999999945,2065.95,,,,False,0,0,False,Second residence,False,1,93,1473.0,714,Equifax Beacon 5.0,LP,1.05,104.17,0.04170000000000007,10250.00000000001,8548.500000000015,1701.4999999999945,10250.00000000001,10250.00000000001,0.050000000000000044,0.04513750000000002,storgan_manley,9253.187500000004,10954.687499999998,0.05343749999999999
5024278,OH,Stark    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,105000,2021-09-08,2021-10-01,2051-09-01,360,462.9,3.375,UMBS 30YR 3.0,157516,1912.1000000000017,409.5000000000018,1502.6,,,,False,0,0,False,Primary residence,False,1,27,720.0,714,Equifax Beacon 5.0,DU,1.05,104.61,0.04610000000000003,5250.000000000005,4840.500000000003,409.5000000000018,5250.000000000005,5250.000000000005,0.050000000000000044,0.046099999999999995,umbs_price,4840.499999999999,,
5024314,CA,Alameda    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,505000,2021-09-08,2021-10-01,2036-09-01,180,3331.0600000000004,2.375,UMBS 30YR 2.0,969663,25877.160000000065,25856.000000000065,21.159999999999997,,,,False,0,0,False,Primary residence,False,1,407,5427.0,714,Equifax Beacon 5.0,DU,1.05,99.88,-0.0012000000000000899,25250.000000000022,-606.0000000000454,25856.000000000065,25250.000000000022,25250.000000000022,0.050000000000000044,-0.0012000000000000454,umbs_price,-606.000000000023,,
5024401,HI,Honolulu    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,685000,2021-09-08,2021-10-01,2051-09-01,360,2835.23,2.875,UMBS 15YR 2.5,913699,8656.719999999981,5685.499999999982,2971.2199999999993,,,,False,0,0,False,Second residence,False,1,210,4900.0,714,Experian Fair Isaac,LP,1.05,104.17,0.04170000000000007,34250.00000000003,28564.500000000047,5685.499999999982,34250.00000000003,34250.00000000003,0.050000000000000044,0.041700000000000015,umbs_price,28564.50000000001,,
5024453,CA,Sonoma    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Home purchase,1,False,False,595000,2021-09-09,2021-10-01,2051-09-01,360,2462.71,2.875,UMBS 15YR 2.5,743750,4938.499999999982,4938.499999999982,0,,,,False,0,0,False,Primary residence,False,1,255,5525.0,714,FICO Risk Score Classic,DU,1.05,104.17,0.04170000000000007,29750.000000000025,24811.500000000044,4938.499999999982,29750.000000000025,29750.000000000025,0.050000000000000044,0.043262500000000016,golden_sachs,25741.18750000001,30679.687499999993,0.05156249999999999
5024454,CA,Sonoma    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,345000,2021-09-09,2021-10-01,2036-09-01,180,2255.82,2.25,UMBS 30YR 2.0,497119,17664.000000000047,17664.000000000047,0,,,,False,0,0,False,Primary residence,False,1,123,3178.0,714,FICO Risk Score Classic,DU,1.05,99.88,-0.0012000000000000899,17250.000000000015,-414.00000000003104,17664.000000000047,17250.000000000015,17250.000000000015,0.050000000000000044,-0.0012000000000000454,umbs_price,-414.0000000000157,,
5024459,PA,Union    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,285000,2021-09-09,2021-10-01,2051-09-01,360,1179.62,2.875,UMBS 30YR 2.5,324454,5250.8200000000015,5158.500000000002,92.32000000000016,,,,False,0,0,False,Primary residence,False,1,139,3939.0,714,FICO Risk Score Classic,LP,1.05,103.19,0.03190000000000004,14250.000000000013,9091.500000000011,5158.500000000002,14250.000000000013,14250.000000000013,0.050000000000000044,0.03189999999999998,umbs_price,9091.499999999993,,
5024472,OR,Clackamas    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,295000,2021-09-10,2021-10-01,2051-09-01,360,1239.06,2.99,UMBS 30YR 2.5,401416,7181.500000000002,5339.500000000002,1841.9999999999998,,,,False,0,0,False,Primary residence,False,1,51,1530.0,714,FICO Risk Score Classic,LP,1.05,103.19,0.03190000000000004,14750.000000000013,9410.500000000011,5339.500000000002,14750.000000000013,14750.000000000013,0.050000000000000044,0.03189999999999998,umbs_price,9410.499999999993,,
5024497,CA,Placer    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,435000,2021-09-10,2021-10-01,2051-09-01,360,1827.08,2.99,UMBS 15YR 2.5,663414,3610.499999999989,3610.499999999989,0,,,,False,0,0,False,Primary residence,False,1,95,2613.0,714,FICO Risk Score Classic,DU,1.05,104.17,0.04170000000000007,21750.00000000002,18139.50000000003,3610.499999999989,21750.00000000002,21750.00000000002,0.050000000000000044,0.041700000000000015,umbs_price,18139.500000000007,,
5024502,AZ,Pinal    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,325000,2021-09-10,2021-10-01,2051-09-01,360,1477.71,3.625,UMBS 30YR 3.0,470265,2693.5000000000055,1267.5000000000055,1426,,,,False,0,0,False,Primary residence,False,1,91,2655.0,714,Experian Fair Isaac,DU,1.05,104.61,0.04610000000000003,16250.000000000015,14982.50000000001,1267.5000000000055,16250.000000000015,16250.000000000015,0.050000000000000044,0.0482875,golden_sachs,15693.437499999998,16960.937500000004,0.05218750000000001
5024584,AZ,Yavapai    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Home purchase,1,False,False,445000,2021-09-11,2021-10-01,2051-09-01,360,1916.95,3.19,UMBS 15YR 2.5,556250,4530.499999999985,3693.4999999999854,837,,,,False,0,0,False,Primary residence,False,1,72,2520.0,714,Experian Fair Isaac,LP,1.05,104.17,0.04170000000000007,22250.00000000002,18556.500000000033,3693.4999999999854,22250.00000000002,22250.00000000002,0.05000000000000004,0.041700000000000015,umbs_price,18556.500000000007,,
5024644,OR,Polk    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,275000,2021-09-11,2021-10-01,2046-09-01,300,1354.54,3.375,UMBS 30YR 3.0,398551,3003.0000000000036,1072.5000000000036,1930.5,,,,False,0,0,False,Primary residence,False,1,90,2175.0,714,Equifax Beacon 5.0,DU,1.05,104.61,0.04610000000000003,13750.000000000013,12677.50000000001,1072.5000000000036,13750.000000000013,13750.000000000013,0.050000000000000044,0.046099999999999995,umbs_price,12677.499999999998,,
5024895,AZ,Maricopa    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,175000,2021-09-11,2021-10-01,2051-09-01,360,759.56,3.25,UMBS 15YR 3.0,296611,1291.4499999999998,0.0,1291.4499999999998,,,,False,0,0,False,Primary residence,False,1,48,1400.0,714,Equifax Beacon 5.0,LP,1.05,105.0,0.050000000000000044,8750.000000000007,8750.000000000007,0.0,8750.000000000007,8750.000000000007,0.050000000000000044,0.05,umbs_price,8750.0,,
5024926,TX,Collin    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,215000,2021-09-11,2021-10-01,2051-09-01,360,933.17,3.25,UMBS 30YR 3.0,335938,3303.100000000002,838.5000000000018,2464.6000000000004,,,,False,0,0,False,Primary residence,False,1,92,2147.0,714,Equifax Beacon 5.0,DU,1.05,104.61,0.04610000000000003,10750.00000000001,9911.500000000007,838.5000000000018,10750.00000000001,10750.00000000001,0.050000000000000044,0.046099999999999995,umbs_price,9911.499999999998,,
5024932,KY,Oldham    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,175000,2021-09-13,2021-10-01,2051-09-01,360,712.79,2.75,UMBS 30YR 2.5,218750,4888.2,3167.5,1720.6999999999998,,,,False,0,0,False,Primary residence,False,1,54,1080.0,714,FICO Risk Score Classic,DU,1.05,103.19,0.03190000000000004,8750.000000000007,5582.500000000007,3167.5,8750.000000000007,8750.000000000007,0.050000000000000044,0.03189999999999998,umbs_price,5582.499999999996,,
5024944,NJ,Bergen    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,305000,2021-09-14,2021-10-01,2051-09-01,360,1281.06,2.99,UMBS 30YR 2.5,840221,7020.5,5520.5,1500,,,,False,0,0,False,Primary residence,False,1,147,3063.0,714,FICO Risk Score Classic,LP,1.05,103.19,0.03190000000000004,15250.000000000013,9729.500000000013,5520.5,15250.000000000013,15250.000000000013,0.050000000000000044,0.03596249999999998,storgan_manley,10968.562499999995,16489.062499999993,0.05406249999999998
5024971,DE,New Castle   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,325000,2021-09-14,2021-10-01,2036-09-01,180,2237.26,2.99,UMBS 30YR 2.5,412804,8753.2,5882.500000000002,2870.699999999999,,,,False,0,0,False,Primary residence,False,1,130,3467.0,714,Experian Fair Isaac,DU,1.05,103.19,0.03190000000000004,16250.000000000015,10367.500000000013,5882.500000000002,16250.000000000015,16250.000000000015,0.050000000000000044,0.03189999999999998,umbs_price,10367.499999999993,,
5024984,DE,New Castle   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,235000,2021-09-14,2021-10-01,2041-09-01,240,1271.18,2.75,UMBS 30YR 2.5,451924,6101.4000000000015,4253.500000000002,1847.8999999999996,,,,False,0,0,False,Primary residence,False,1,95,2692.0,714,Equifax Beacon 5.0,LP,1.05,103.19,0.03190000000000004,11750.000000000011,7496.500000000009,4253.500000000002,11750.000000000011,11750.000000000011,0.050000000000000044,0.03189999999999998,umbs_price,7496.4999999999945,,
5024991,FL,Manatee    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,255000,2021-09-14,2021-10-01,2051-09-01,360,1071.05,2.99,UMBS 30YR 2.5,396271,6193.030000000001,4615.500000000001,1577.5300000000002,,,,False,0,0,False,Primary residence,False,1,154,2952.0,714,FICO Risk Score Classic,LP,1.05,103.19,0.03190000000000004,12750.000000000011,8134.50000000001,4615.500000000001,12750.000000000011,12750.000000000011,0.050000000000000044,0.04096249999999998,storgan_manley,10445.437499999995,15060.937499999996,0.05906249999999998
5025000,IL,Cook    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,135000,2021-09-14,2021-10-01,2051-09-01,360,595.16,3.375,UMBS 15YR 3.0,168750,457.0,0.0,457,,,,False,0,0,False,Primary residence,False,1,65,2059.0,714,Equifax Beacon 5.0,DU,1.05,105.0,0.050000000000000044,6750.000000000006,6750.000000000006,0.0,6750.000000000006,6750.000000000006,0.050000000000000044,0.05,umbs_price,6750.0,,
5025079,CA,Sacramento    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,135000,2021-09-15,2021-11-01,2041-10-01,240,746.18,2.99,UMBS 15YR 2.5,412088,2087.4999999999973,1120.4999999999973,967,,,,False,0,0,False,Primary residence,False,1,51,1190.0,714,Equifax Beacon 5.0,DU,1.05,104.17,0.04170000000000007,6750.000000000006,5629.500000000009,1120.4999999999973,6750.000000000006,6750.000000000006,0.050000000000000044,0.04513750000000002,storgan_manley,6093.562500000003,7214.0625,0.0534375
5025085,CA,Los Angeles   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,385000,2021-09-15,2021-11-01,2051-10-01,360,1568.14,2.75,UMBS 30YR 2.5,652543,6968.500000000004,6968.500000000004,0,,,,False,0,0,False,Primary residence,False,1,198,2475.0,714,FICO Risk Score Classic,DU,1.05,103.19,0.03190000000000004,19250.00000000002,12281.500000000015,6968.500000000004,19250.00000000002,19250.00000000002,0.050000000000000044,0.03189999999999998,umbs_price,12281.49999999999,,
5025108,WA,Spokane    ,False,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,605000,2021-09-15,2021-11-01,2051-10-01,360,2541.1200000000003,2.99,UMBS 30YR 2.5,1210000,13775.529999999999,10950.5,2825.0299999999997,,,,False,0,0,False,Primary residence,False,1,120,4300.0,714,Equifax Beacon 5.0,LP,1.05,103.19,0.03190000000000004,30250.000000000025,19299.500000000025,10950.5,30250.000000000025,30250.000000000025,0.050000000000000044,0.03189999999999998,umbs_price,19299.499999999985,,
5025144,MI,Genesee    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,145000,2021-09-15,2021-11-01,2051-10-01,360,609.03,2.99,UMBS 30YR 2.5,209811,4573.750000000001,2624.500000000001,1949.25,,,,False,0,0,False,Primary residence,False,2,21,858.0,714,Equifax Beacon 5.0,LP,1.05,103.19,0.03190000000000004,7250.000000000006,4625.5000000000055,2624.500000000001,7250.000000000006,7250.000000000006,0.050000000000000044,0.03189999999999998,umbs_price,4625.499999999996,,
5025170,PA,Montgomery    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Home purchase,1,False,False,455000,2021-09-15,2021-11-01,2036-10-01,180,2975.0600000000004,2.25,UMBS 30YR 2.0,932378,26447.750000000062,23296.000000000062,3151.75,,,,False,0,0,False,Primary residence,False,1,156,4550.0,714,Equifax Beacon 5.0,DU,1.05,99.88,-0.0012000000000000899,22750.000000000022,-546.0000000000409,23296.000000000062,22750.000000000022,22750.000000000022,0.05000000000000005,-0.0012000000000000454,umbs_price,-546.0000000000207,,
5025313,NY,Suffolk    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,275000,2021-09-16,2021-11-01,2051-10-01,360,1155.06,2.99,UMBS 30YR 2.5,423077,7106.500000000002,4977.500000000002,2129,,,,False,0,0,False,Primary residence,False,1,138,2760.0,714,FICO Risk Score Classic,DU,1.05,103.19,0.03190000000000004,13750.000000000013,8772.500000000011,4977.500000000002,13750.000000000013,13750.000000000013,0.050000000000000044,0.03189999999999998,umbs_price,8772.499999999995,,
5025364,TX,Fort Bend   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,165000,2021-09-16,2021-11-01,2041-10-01,240,933.35,3.25,UMBS 15YR 3.0,245208,2726.8,0.0,2726.8,,,,False,0,0,False,Primary residence,False,1,77,1348.0,714,Equifax Beacon 5.0,DU,1.05,105.0,0.050000000000000044,8250.000000000007,8250.000000000007,0.0,8250.000000000007,8250.000000000007,0.050000000000000044,0.05,umbs_price,8250.0,,
5025409,SC,York    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,175000,2021-09-16,2021-11-01,2051-10-01,360,724.33,2.875,UMBS 30YR 2.5,207052,5012.639999999999,3167.5,1845.1399999999999,,,,False,0,0,False,Primary residence,False,1,91,1441.0,714,Experian Fair Isaac,DU,1.05,103.19,0.03190000000000004,8750.000000000007,5582.500000000007,3167.5,8750.000000000007,8750.000000000007,0.050000000000000044,0.03189999999999998,umbs_price,5582.499999999996,,
5025497,SC,York    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Home purchase,1,False,False,375000,2021-09-16,2021-11-01,2051-10-01,360,1575.07,2.99,UMBS 15YR 2.5,468750,5864.499999999991,3112.499999999991,2752,,,,False,0,0,False,Primary residence,False,1,161,3623.0,714,Experian Fair Isaac,DU,1.05,104.17,0.04170000000000007,18750.00000000002,15637.500000000027,3112.499999999991,18750.00000000002,18750.00000000002,0.05000000000000005,0.041700000000000015,umbs_price,15637.500000000005,,
5025523,MA,Middlesex    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,545000,2021-09-17,2021-11-01,2051-10-01,360,2402.67,3.375,UMBS 30YR 3.0,696219,4432.500000000011,2125.500000000011,2307,,,,False,0,0,False,Primary residence,False,1,145,4713.0,714,Experian Fair Isaac,DU,1.05,104.61,0.04610000000000003,27250.000000000025,25124.500000000015,2125.500000000011,27250.000000000025,27250.000000000025,0.050000000000000044,0.046099999999999995,umbs_price,25124.499999999996,,
5025531,CA,Los Angeles   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,755000,2021-09-17,2021-11-01,2051-10-01,360,3051.44,2.69,UMBS 30YR 2.0,1153377,41147.5000000001,38656.0000000001,2491.5,,,,False,0,0,False,Primary residence,False,1,399,12303.0,714,FICO Risk Score Classic,LP,1.05,99.88,-0.0012000000000000899,37750.00000000004,-906.0000000000679,38656.0000000001,37750.00000000004,37750.00000000004,0.05000000000000005,-0.0012000000000000454,umbs_price,-906.0000000000343,,
5025557,VA,Chesapeake city   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,245000,2021-09-16,2021-11-01,2051-10-01,360,1029.05,2.99,UMBS 30YR 2.5,428547,6026.150000000001,4434.500000000001,1591.6499999999996,,,,False,0,0,False,Primary residence,False,1,133,1441.0,715,Equifax Beacon 5.0,LP,1.05,103.19,0.03190000000000004,12250.000000000011,7815.50000000001,4434.500000000001,12250.000000000011,12250.000000000011,0.050000000000000044,0.03189999999999998,umbs_price,7815.4999999999945,,
5025586,AZ,Maricopa    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Home purchase,1,False,False,285000,2021-09-13,2021-10-01,2051-09-01,360,1236.99,3.25,UMBS 30YR 3.0,380000,4222.500000000004,1111.5000000000036,3111,,,,False,0,0,False,Investment property,False,1,97,2991.0,715,Experian Fair Isaac,DU,1.05,104.61,0.04610000000000003,14250.000000000013,13138.50000000001,1111.5000000000036,14250.000000000013,14250.000000000013,0.050000000000000044,0.046099999999999995,umbs_price,13138.499999999998,,
5025627,TN,Knox    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,295000,2021-08-06,2021-09-01,2036-08-01,180,1912.0,2.125,UMBS 15YR 1.5,578432,13672.089999999987,12006.499999999987,1665.5900000000001,,,,False,0,0,False,Primary residence,False,1,100,2584.0,715,Equifax Beacon 5.0,DU,1.05,100.93,0.009300000000000086,14750.000000000013,2743.5000000000255,12006.499999999987,14750.000000000013,14750.000000000013,0.050000000000000044,0.009300000000000069,umbs_price,2743.5000000000205,,
5025647,AZ,Maricopa    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,325000,2021-08-24,2021-10-01,2051-09-01,360,1410.61,3.25,UMBS 15YR 3.0,469382,1398.5,0.0,1398.5,,,,False,0,0,False,Primary residence,False,1,60,1750.0,715,FICO Risk Score Classic,DU,1.05,105.0,0.050000000000000044,16250.000000000015,16250.000000000015,0.0,16250.000000000015,16250.000000000015,0.050000000000000044,0.05,umbs_price,16250.0,,
5025686,CA,Alameda    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Home purchase,1,False,False,635000,2021-08-25,2021-10-01,2051-09-01,360,2650.19,2.94,UMBS 30YR 2.5,907143,16002.000000000004,11493.500000000004,4508.5,,,,False,0,0,False,Primary residence,False,1,213,3550.0,715,FICO Risk Score Classic,LP,1.05,103.19,0.03190000000000004,31750.00000000003,20256.500000000025,11493.500000000004,31750.00000000003,31750.00000000003,0.050000000000000044,0.03189999999999998,umbs_price,20256.499999999985,,
5025691,AZ,Maricopa    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,175000,2021-08-27,2021-10-01,2051-09-01,360,777.75,3.44,UMBS 30YR 3.0,256636,2380.000000000002,682.5000000000018,1697.4999999999998,,,,False,0,0,False,Primary residence,False,1,53,1635.0,715,FICO Risk Score Classic,DU,1.05,104.61,0.04610000000000003,8750.000000000007,8067.5000000000055,682.5000000000018,8750.000000000007,8750.000000000007,0.050000000000000044,0.046099999999999995,umbs_price,8067.499999999999,,
5025699,CA,Los Angeles   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,515000,2021-09-01,2021-10-01,2051-09-01,360,2200.4100000000003,3.125,UMBS 15YR 2.5,686667,7497.219999999985,4274.499999999985,3222.7199999999993,,,,False,0,0,False,Investment property,False,1,109,3543.0,715,Equifax Beacon 5.0,DU,1.05,104.17,0.04170000000000007,25750.000000000022,21475.500000000036,4274.499999999985,25750.000000000022,25750.000000000022,0.050000000000000044,0.04388750000000002,storgan_manley,22602.062500000007,26876.562499999993,0.052187499999999984
5025736,FL,Hernando    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,195000,2021-09-01,2021-10-01,2051-09-01,360,819.04,2.99,UMBS 30YR 2.5,243750,4952.500000000002,3529.500000000002,1423,,,,False,0,0,False,Primary residence,False,1,103,2833.0,715,Equifax Beacon 5.0,LP,1.05,103.19,0.03190000000000004,9750.00000000001,6220.500000000007,3529.500000000002,9750.00000000001,9750.00000000001,0.050000000000000044,0.03189999999999998,umbs_price,6220.499999999995,,
5025766,NJ,Cape May   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,225000,2021-09-01,2021-10-01,2051-09-01,360,976.5699999999999,3.25,UMBS 30YR 3.0,399149,2742.000000000002,877.5000000000018,1864.5,,,,False,0,0,False,Second residence,False,1,126,4305.0,715,Equifax Beacon 5.0,DU,1.05,104.61,0.04610000000000003,11250.00000000001,10372.500000000007,877.5000000000018,11250.00000000001,11250.00000000001,0.05000000000000004,0.04953749999999999,storgan_manley,11145.937499999998,12023.4375,0.0534375
5025800,AR,Washington    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Cash-out refinance,1,False,False,175000,2021-09-01,2021-10-01,2035-09-01,168,1213.03,2.25,UMBS 30YR 2.0,257353,10738.800000000025,8960.000000000024,1778.8000000000002,,,,False,0,0,False,Primary residence,False,1,48,1520.0,715,Experian Fair Isaac,DU,1.05,99.88,-0.0012000000000000899,8750.000000000007,-210.00000000001572,8960.000000000024,8750.000000000007,8750.000000000007,0.050000000000000044,-0.0012000000000000454,umbs_price,-210.00000000000796,,
5025821,TX,Tarrant    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,105000,2021-09-01,2021-10-01,2033-09-01,144,854.96,2.75,UMBS 30YR 2.5,171625,3006.0000000000005,1900.5000000000005,1105.5,,,,False,0,0,False,Primary residence,False,1,63,1260.0,715,Equifax Beacon 5.0,DU,1.05,103.19,0.03190000000000004,5250.000000000005,3349.500000000004,1900.5000000000005,5250.000000000005,5250.000000000005,0.050000000000000044,0.03189999999999998,umbs_price,3349.4999999999977,,
5025898,NJ,Warren    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Home purchase,1,False,False,455000,2021-09-01,2021-10-01,2051-09-01,360,1883.25,2.875,UMBS 30YR 2.5,505556,12444.500000000004,8235.500000000004,4209,,,,False,0,0,False,Primary residence,False,1,117,3218.0,715,Equifax Beacon 5.0,DU,1.05,103.19,0.03190000000000004,22750.000000000022,14514.500000000018,8235.500000000004,22750.000000000022,22750.000000000022,0.05000000000000005,0.03189999999999998,umbs_price,14514.499999999989,,
5025902,TX,Hidalgo    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,125000,2021-09-01,2021-10-01,2031-09-01,120,1175.93,2.5,UMBS 30YR 2.0,179212,8111.000000000016,6400.000000000016,1711,,,,False,0,0,False,Primary residence,False,1,118,2557.0,715,Equifax Beacon 5.0,DU,1.05,99.88,-0.0012000000000000899,6250.0000000000055,-150.00000000001123,6400.000000000016,6250.0000000000055,6250.0000000000055,0.050000000000000044,-0.0012000000000000454,umbs_price,-150.00000000000568,,
5025912,CO,Mesa    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,265000,2021-09-01,2021-10-01,2041-09-01,240,1449.69,2.875,UMBS 30YR 2.5,338919,6577.5,4796.5,1781,,,,False,0,0,False,Primary residence,False,1,95,1900.0,715,FICO Risk Score Classic,LP,1.05,103.19,0.03190000000000004,13250.000000000011,8453.500000000011,4796.5,13250.000000000011,13250.000000000011,0.050000000000000044,0.03408749999999998,golden_sachs,9033.187499999995,13829.687499999995,0.05218749999999998
5026015,VA,Winchester city   ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,145000,2021-09-02,2021-10-01,2051-09-01,360,600.16,2.875,UMBS 30YR 2.5,245763,3807.9000000000005,2624.500000000001,1183.3999999999996,,,,False,0,0,False,Primary residence,False,1,24,860.0,715,Equifax Beacon 5.0,DU,1.05,103.19,0.03190000000000004,7250.000000000006,4625.5000000000055,2624.500000000001,7250.000000000006,7250.000000000006,0.050000000000000044,0.03189999999999998,umbs_price,4625.499999999996,,
5026051,NJ,Mercer    ,True,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Conventional,Refinancing,1,False,False,145000,2021-09-02,2021-10-01,2036-09-01,180,973.28,2.625,UMBS 30YR 2.0,186280,8550.500000000018,7424.000000000019,1126.5,,,,False,0,0,False,Primary residence,False,1,128,3840.0,715,FICO Risk Score Classic,DU,1.05,99.88,-0.0012000000000000899,7250.000000000006,-174.00000000001305,7424.000000000019,7250.000000000006,7250.000000000006,0.050000000000000044,0.007862499999999955,storgan_manley,1140.0624999999934,8564.062500000013,0.05906250000000009
