loan_id,closing_date,file_in_audit,file_audit_complete,file_sent_to_custodian,file_at_custodian,audit_tat_days,custodian_tat_days
5029548,2021-09-07,2021-09-09,2021-09-13,2021-09-13,2021-09-15,6,2
5036016,2021-09-07,2021-09-09,2021-09-13,2021-09-15,2021-09-17,6,4
5034635,2021-09-07,2021-09-09,2021-09-13,2021-09-14,2021-09-16,6,3
5032791,2021-09-07,2021-09-09,2021-09-13,2021-09-13,2021-09-15,6,2
5033806,2021-09-07,2021-09-09,2021-09-13,2021-09-15,2021-09-17,6,4
5034798,2021-09-07,2021-09-09,2021-09-13,2021-09-15,2021-09-17,6,4
5032436,2021-09-07,2021-09-09,2021-09-13,2021-09-13,2021-09-15,6,2
5023840,2021-09-07,2021-09-10,2021-09-15,2021-09-16,2021-09-20,8,5
5036053,2021-09-07,2021-09-10,2021-09-13,2021-09-13,2021-09-15,6,2
5028797,2021-09-07,2021-09-10,2021-09-13,2021-09-13,2021-09-15,6,2
5021465,2021-09-07,2021-09-10,2021-09-13,2021-09-15,2021-09-17,6,4
5028698,2021-09-07,2021-09-10,2021-09-13,2021-09-14,2021-09-16,6,3
5035698,2021-09-07,2021-09-10,2021-09-14,2021-09-20,,7,
5032354,2021-09-07,2021-09-10,2021-09-13,2021-09-13,2021-09-15,6,2
5034759,2021-09-07,2021-09-10,2021-09-13,2021-09-14,2021-09-16,6,3
5022445,2021-09-07,2021-09-10,2021-09-13,2021-09-13,2021-09-15,6,2
5037638,2021-09-07,2021-09-10,2021-09-13,2021-09-13,2021-09-15,6,2
5023247,2021-09-07,2021-09-10,2021-09-13,2021-09-14,2021-09-16,6,3
5029467,2021-09-07,2021-09-10,2021-09-13,2021-09-14,2021-09-16,6,3
5022772,2021-09-07,2021-09-10,2021-09-13,2021-09-14,2021-09-16,6,3
5033292,2021-09-07,2021-09-10,2021-09-13,2021-09-13,2021-09-15,6,2
5025447,2021-09-07,2021-09-10,2021-09-13,2021-09-13,2021-09-15,6,2
5037371,2021-09-07,2021-09-10,2021-09-13,2021-09-13,2021-09-15,6,2
5030015,2021-09-07,2021-09-10,2021-09-13,2021-09-13,2021-09-15,6,2
5021509,2021-09-07,2021-09-10,2021-09-13,2021-09-14,2021-09-16,6,3
5021715,2021-09-07,2021-09-10,2021-09-13,2021-09-13,2021-09-15,6,2
5034832,2021-09-07,2021-09-10,2021-09-15,2021-09-17,2021-09-20,8,5
5027565,2021-09-07,2021-09-10,2021-09-15,2021-09-16,2021-09-20,8,5
5027868,2021-09-07,2021-09-10,2021-09-13,2021-09-13,2021-09-15,6,2
5027804,2021-09-07,2021-09-10,2021-09-13,2021-09-13,2021-09-15,6,2
5022980,2021-09-07,2021-09-10,2021-09-15,2021-09-16,2021-09-20,8,5
5032416,2021-09-07,2021-09-10,2021-09-13,2021-09-13,2021-09-15,6,2
5023014,2021-09-07,2021-09-10,2021-09-13,2021-09-13,2021-09-15,6,2
5023884,2021-09-07,2021-09-10,2021-09-13,2021-09-14,2021-09-16,6,3
5028088,2021-09-07,2021-09-10,2021-09-15,2021-09-16,2021-09-20,8,5
5024839,2021-09-07,2021-09-10,2021-09-14,2021-09-15,2021-09-17,7,3
5027034,2021-09-07,2021-09-10,2021-09-13,2021-09-14,2021-09-16,6,3
5037607,2021-09-07,2021-09-10,2021-09-16,2021-09-17,2021-09-20,9,4
5034050,2021-09-07,2021-09-10,2021-09-13,2021-09-15,2021-09-17,6,4
5033746,2021-09-07,2021-09-10,2021-09-13,2021-09-13,2021-09-15,6,2
5034697,2021-09-07,2021-09-10,2021-09-13,2021-09-15,2021-09-17,6,4
5034314,2021-09-07,2021-09-10,2021-09-13,2021-09-14,2021-09-16,6,3
5026883,2021-09-07,2021-09-10,2021-09-13,2021-09-13,2021-09-15,6,2
5033348,2021-09-07,2021-09-10,2021-09-13,2021-09-14,2021-09-16,6,3
5022273,2021-09-07,2021-09-10,2021-09-13,2021-09-13,2021-09-15,6,2
5032656,2021-09-07,2021-09-10,2021-09-13,2021-09-15,2021-09-17,6,4
5023026,2021-09-07,2021-09-10,2021-09-13,2021-09-15,2021-09-17,6,4
5028378,2021-09-07,2021-09-10,2021-09-14,2021-09-17,2021-09-20,7,6
5022084,2021-09-07,2021-09-10,2021-09-13,2021-09-13,2021-09-15,6,2
5024428,2021-09-07,2021-09-10,2021-09-13,2021-09-14,2021-09-16,6,3
5029880,2021-09-07,2021-09-10,2021-09-13,2021-09-13,2021-09-15,6,2
5035038,2021-09-07,2021-09-10,2021-09-13,2021-09-15,2021-09-17,6,4
5037089,2021-09-07,2021-09-10,2021-09-17,2021-09-20,,10,
5031954,2021-09-07,2021-09-10,2021-09-14,2021-09-15,2021-09-17,7,3
5034010,2021-09-07,2021-09-10,2021-09-13,2021-09-15,2021-09-17,6,4
5036155,2021-09-07,2021-09-10,2021-09-13,2021-09-14,2021-09-16,6,3
5027794,2021-09-07,2021-09-10,2021-09-13,2021-09-14,2021-09-16,6,3
5024167,2021-09-07,2021-09-10,2021-09-13,2021-09-14,2021-09-16,6,3
5033939,2021-09-07,2021-09-10,2021-09-14,2021-09-15,2021-09-17,7,3
5031327,2021-09-07,2021-09-10,2021-09-13,2021-09-13,2021-09-15,6,2
5036003,2021-09-07,2021-09-10,2021-09-15,2021-09-16,2021-09-20,8,5
5023280,2021-09-07,2021-09-10,2021-09-13,2021-09-14,2021-09-16,6,3
5032334,2021-09-07,2021-09-10,2021-09-13,2021-09-14,2021-09-16,6,3
5029713,2021-09-07,2021-09-10,2021-09-13,2021-09-16,2021-09-20,6,7
5023822,2021-09-07,2021-09-10,2021-09-13,2021-09-13,2021-09-15,6,2
5034736,2021-09-07,2021-09-10,2021-09-14,2021-09-15,2021-09-17,7,3
5030532,2021-09-07,2021-09-10,2021-09-13,2021-09-15,2021-09-17,6,4
5026523,2021-09-07,2021-09-13,2021-09-14,2021-09-15,2021-09-17,7,3
5021422,2021-09-07,2021-09-13,2021-09-16,2021-09-20,,9,
5034641,2021-09-07,2021-09-13,2021-09-17,2021-09-20,,10,
5034516,2021-09-07,2021-09-13,2021-09-14,2021-09-15,2021-09-17,7,3
5033106,2021-09-07,2021-09-13,2021-09-13,2021-09-14,2021-09-16,6,3
5025634,2021-09-07,2021-09-13,2021-09-14,2021-09-16,2021-09-20,7,6
5026849,2021-09-07,2021-09-13,2021-09-16,2021-09-20,,9,
5027019,2021-09-07,2021-09-13,2021-09-15,2021-09-16,2021-09-20,8,5
5031089,2021-09-07,2021-09-13,2021-09-15,2021-09-16,2021-09-20,8,5
5031988,2021-09-07,2021-09-13,2021-09-16,2021-09-17,2021-09-20,9,4
5030710,2021-09-07,2021-09-13,2021-09-14,2021-09-15,2021-09-17,7,3
5032786,2021-09-07,2021-09-13,2021-09-13,2021-09-15,2021-09-17,6,4
5028328,2021-09-07,2021-09-13,2021-09-15,2021-09-17,2021-09-20,8,5
5029482,2021-09-07,2021-09-13,2021-09-13,2021-09-14,2021-09-16,6,3
5034822,2021-09-07,2021-09-13,2021-09-13,2021-09-14,2021-09-16,6,3
5029302,2021-09-07,2021-09-13,2021-09-14,2021-09-15,2021-09-17,7,3
5031333,2021-09-07,2021-09-13,2021-09-13,2021-09-14,2021-09-16,6,3
5022079,2021-09-07,2021-09-13,2021-09-13,2021-09-14,2021-09-16,6,3
5033693,2021-09-07,2021-09-13,2021-09-14,2021-09-15,2021-09-17,7,3
5026417,2021-09-07,2021-09-13,2021-09-13,2021-09-14,2021-09-16,6,3
5023187,2021-09-07,2021-09-13,2021-09-13,2021-09-14,2021-09-16,6,3
5027618,2021-09-07,2021-09-13,2021-09-14,2021-09-16,2021-09-20,7,6
5037038,2021-09-07,2021-09-13,2021-09-15,2021-09-16,2021-09-20,8,5
5031734,2021-09-07,2021-09-13,2021-09-15,2021-09-16,2021-09-20,8,5
5031961,2021-09-07,2021-09-13,2021-09-15,2021-09-16,2021-09-20,8,5
5033184,2021-09-07,2021-09-13,2021-09-15,2021-09-16,2021-09-20,8,5
5031003,2021-09-07,2021-09-13,2021-09-15,2021-09-16,2021-09-20,8,5
5036979,2021-09-07,2021-09-13,2021-09-15,2021-09-16,2021-09-20,8,5
5023493,2021-09-07,2021-09-13,2021-09-13,2021-09-14,2021-09-16,6,3
5023415,2021-09-07,2021-09-13,2021-09-15,2021-09-17,2021-09-20,8,5
5021455,2021-09-07,2021-09-13,2021-09-14,2021-09-15,2021-09-17,7,3
5027774,2021-09-07,2021-09-13,2021-09-13,2021-09-14,2021-09-16,6,3
5022114,2021-09-07,2021-09-13,2021-09-14,2021-09-16,2021-09-20,7,6
5027091,2021-09-07,2021-09-13,2021-09-14,2021-09-17,2021-09-20,7,6
5023870,2021-09-07,2021-09-13,2021-09-14,2021-09-15,2021-09-17,7,3
5029784,2021-09-07,2021-09-13,2021-09-15,2021-09-16,2021-09-20,8,5
5037370,2021-09-07,2021-09-13,2021-09-14,2021-09-16,2021-09-20,7,6
5034956,2021-09-07,2021-09-13,2021-09-16,2021-09-17,2021-09-20,9,4
5031233,2021-09-07,2021-09-13,2021-09-14,2021-09-15,2021-09-17,7,3
5027105,2021-09-07,2021-09-13,2021-09-14,2021-09-15,2021-09-17,7,3
5037583,2021-09-07,2021-09-13,2021-09-17,2021-09-20,,10,
5036892,2021-09-07,2021-09-13,2021-09-13,2021-09-15,2021-09-17,6,4
5023438,2021-09-07,2021-09-13,2021-09-13,2021-09-14,2021-09-16,6,3
5030112,2021-09-07,2021-09-13,2021-09-13,2021-09-14,2021-09-16,6,3
5025545,2021-09-07,2021-09-13,2021-09-13,2021-09-15,2021-09-17,6,4
5034648,2021-09-07,2021-09-13,2021-09-14,2021-09-16,2021-09-20,7,6
5029954,2021-09-07,2021-09-13,2021-09-14,2021-09-16,2021-09-20,7,6
5026093,2021-09-07,2021-09-13,2021-09-20,2021-09-21,,13,
5029835,2021-09-07,2021-09-13,2021-09-14,2021-09-15,2021-09-17,7,3
5027119,2021-09-07,2021-09-13,2021-09-16,2021-09-20,,9,
5025404,2021-09-07,2021-09-13,2021-09-16,2021-09-17,2021-09-20,9,4
5030930,2021-09-07,2021-09-13,2021-09-13,2021-09-14,2021-09-16,6,3
5022071,2021-09-07,2021-09-13,2021-09-14,2021-09-16,2021-09-20,7,6
5025235,2021-09-07,2021-09-13,2021-09-15,2021-09-16,2021-09-20,8,5
5030413,2021-09-07,2021-09-13,2021-09-14,2021-09-15,2021-09-17,7,3
5021554,2021-09-07,2021-09-13,2021-09-15,2021-09-16,2021-09-20,8,5
5030351,2021-09-07,2021-09-13,2021-09-14,2021-09-15,2021-09-17,7,3
5029940,2021-09-07,2021-09-13,2021-09-13,2021-09-14,2021-09-16,6,3
5034885,2021-09-07,2021-09-13,2021-09-14,2021-09-15,2021-09-17,7,3
5030906,2021-09-07,2021-09-13,2021-09-16,2021-09-17,2021-09-20,9,4
5021667,2021-09-07,2021-09-13,2021-09-17,2021-09-20,,10,
5037603,2021-09-07,2021-09-13,2021-09-14,2021-09-15,2021-09-17,7,3
5025225,2021-09-07,2021-09-13,2021-09-13,2021-09-14,2021-09-16,6,3
5023287,2021-09-07,2021-09-13,2021-09-20,2021-09-21,,13,
5034774,2021-09-07,2021-09-13,2021-09-14,2021-09-15,2021-09-17,7,3
5030476,2021-09-07,2021-09-13,2021-09-15,2021-09-20,,8,
5030579,2021-09-07,2021-09-13,2021-09-14,2021-09-15,2021-09-17,7,3
5036692,2021-09-07,2021-09-13,2021-09-16,2021-09-17,2021-09-20,9,4
5030556,2021-09-07,2021-09-13,2021-09-13,2021-09-16,2021-09-20,6,7
5022383,2021-09-07,2021-09-13,2021-09-14,2021-09-15,2021-09-17,7,3
5036949,2021-09-07,2021-09-13,2021-09-15,2021-09-16,2021-09-20,8,5
5024164,2021-09-07,2021-09-13,2021-09-13,2021-09-14,2021-09-16,6,3
5033878,2021-09-07,2021-09-13,2021-09-13,2021-09-14,2021-09-16,6,3
5037139,2021-09-07,2021-09-13,2021-09-14,2021-09-15,2021-09-17,7,3
5025224,2021-09-07,2021-09-13,2021-09-14,2021-09-16,2021-09-20,7,6
5033329,2021-09-07,2021-09-13,2021-09-15,2021-09-16,2021-09-20,8,5
5023844,2021-09-07,2021-09-13,2021-09-16,2021-09-20,,9,
5032293,2021-09-07,2021-09-13,2021-09-13,2021-09-14,2021-09-16,6,3
5027029,2021-09-07,2021-09-13,2021-09-13,2021-09-14,2021-09-16,6,3
5024056,2021-09-07,2021-09-13,2021-09-14,2021-09-16,2021-09-20,7,6
5028712,2021-09-07,2021-09-13,2021-09-20,2021-09-20,,13,
5028182,2021-09-07,2021-09-13,2021-09-15,2021-09-16,2021-09-20,8,5
5029504,2021-09-07,2021-09-13,2021-09-17,2021-09-20,,10,
5036612,2021-09-07,2021-09-13,2021-09-15,2021-09-16,2021-09-20,8,5
5022088,2021-09-07,2021-09-13,2021-09-13,2021-09-15,2021-09-17,6,4
5030361,2021-09-07,2021-09-13,2021-09-20,2021-09-20,,13,
5030542,2021-09-07,2021-09-13,2021-09-16,2021-09-17,2021-09-20,9,4
5028956,2021-09-07,2021-09-13,2021-09-14,2021-09-15,2021-09-17,7,3
5032114,2021-09-07,2021-09-13,2021-09-13,2021-09-15,2021-09-17,6,4
5034677,2021-09-07,2021-09-13,2021-09-15,2021-09-16,2021-09-20,8,5
5032950,2021-09-07,2021-09-13,2021-09-14,2021-09-15,2021-09-17,7,3
5035322,2021-09-07,2021-09-13,2021-09-13,2021-09-14,2021-09-16,6,3
5028016,2021-09-07,2021-09-13,2021-09-14,2021-09-16,2021-09-20,7,6
5036289,2021-09-07,2021-09-13,2021-09-14,2021-09-20,,7,
5030506,2021-09-07,2021-09-13,2021-09-16,2021-09-20,,9,
5024133,2021-09-07,2021-09-13,2021-09-16,2021-09-20,,9,
5028009,2021-09-07,2021-09-13,2021-09-14,2021-09-16,2021-09-20,7,6
5032461,2021-09-07,2021-09-13,2021-09-16,2021-09-17,2021-09-20,9,4
5022764,2021-09-07,2021-09-13,2021-09-14,2021-09-15,2021-09-17,7,3
5026422,2021-09-07,2021-09-13,2021-09-15,2021-09-17,2021-09-20,8,5
5029329,2021-09-07,2021-09-13,2021-09-15,2021-09-17,2021-09-20,8,5
5030011,2021-09-07,2021-09-13,2021-09-14,2021-09-15,2021-09-17,7,3
5033054,2021-09-07,2021-09-13,2021-09-15,2021-09-16,2021-09-20,8,5
5023559,2021-09-07,2021-09-13,2021-09-15,2021-09-16,2021-09-20,8,5
5029584,2021-09-07,2021-09-13,2021-09-13,2021-09-15,2021-09-17,6,4
5028621,2021-09-07,2021-09-14,2021-09-16,2021-09-17,2021-09-20,9,4
5030625,2021-09-07,2021-09-14,2021-09-17,2021-09-20,,10,
5025864,2021-09-07,2021-09-14,2021-09-16,2021-09-17,2021-09-20,9,4
5030715,2021-09-07,2021-09-14,2021-09-16,2021-09-17,2021-09-20,9,4
5033896,2021-09-07,2021-09-14,2021-09-16,2021-09-17,2021-09-20,9,4
5026140,2021-09-07,2021-09-14,2021-09-16,2021-09-17,2021-09-20,9,4
5021561,2021-09-07,2021-09-14,2021-09-17,2021-09-20,,10,
5028097,2021-09-07,2021-09-14,2021-09-16,2021-09-17,2021-09-20,9,4
5036731,2021-09-07,2021-09-14,2021-09-16,2021-09-17,2021-09-20,9,4
5034072,2021-09-07,2021-09-14,2021-09-16,2021-09-17,2021-09-20,9,4
5025063,2021-09-07,2021-09-14,2021-09-20,2021-09-20,,13,
5022421,2021-09-07,2021-09-15,2021-09-20,2021-09-20,,13,
5030867,2021-09-07,2021-09-15,2021-09-17,2021-09-20,,10,
5030406,2021-09-07,2021-09-15,2021-09-17,2021-09-20,,10,
5022770,2021-09-07,2021-09-15,2021-09-17,2021-09-20,,10,
5036168,2021-09-07,2021-09-15,2021-09-17,2021-09-20,,10,
5029856,2021-09-07,2021-09-20,2021-09-20,2021-09-21,,13,
5025620,2021-09-08,2021-09-10,2021-09-13,2021-09-13,2021-09-15,5,2
5032226,2021-09-08,2021-09-10,2021-09-13,2021-09-13,2021-09-15,5,2
5032119,2021-09-08,2021-09-10,2021-09-13,2021-09-13,2021-09-15,5,2
5028318,2021-09-08,2021-09-10,2021-09-13,2021-09-13,2021-09-15,5,2
5032608,2021-09-08,2021-09-10,2021-09-13,2021-09-13,2021-09-15,5,2
5030656,2021-09-08,2021-09-10,2021-09-13,2021-09-13,2021-09-15,5,2
5033297,2021-09-08,2021-09-10,2021-09-13,2021-09-13,2021-09-15,5,2
5035019,2021-09-08,2021-09-10,2021-09-13,2021-09-13,2021-09-15,5,2
5032272,2021-09-08,2021-09-10,2021-09-13,2021-09-13,2021-09-15,5,2
5026496,2021-09-08,2021-09-10,2021-09-13,2021-09-13,2021-09-15,5,2
5027828,2021-09-08,2021-09-10,2021-09-13,2021-09-13,2021-09-15,5,2
5026178,2021-09-08,2021-09-10,2021-09-13,2021-09-13,2021-09-15,5,2
5029845,2021-09-08,2021-09-10,2021-09-13,2021-09-13,2021-09-15,5,2
5034112,2021-09-08,2021-09-10,2021-09-13,2021-09-13,2021-09-15,5,2
5035149,2021-09-08,2021-09-10,2021-09-13,2021-09-13,2021-09-15,5,2
5034977,2021-09-08,2021-09-10,2021-09-13,2021-09-13,2021-09-15,5,2
5029726,2021-09-08,2021-09-10,2021-09-13,2021-09-13,2021-09-15,5,2
5024200,2021-09-08,2021-09-10,2021-09-13,2021-09-14,2021-09-16,5,3
5025544,2021-09-08,2021-09-10,2021-09-13,2021-09-14,2021-09-16,5,3
5025274,2021-09-08,2021-09-10,2021-09-13,2021-09-14,2021-09-16,5,3
5033986,2021-09-08,2021-09-10,2021-09-13,2021-09-13,2021-09-15,5,2
5028895,2021-09-08,2021-09-10,2021-09-13,2021-09-13,2021-09-15,5,2
5031529,2021-09-08,2021-09-10,2021-09-13,2021-09-15,2021-09-17,5,4
5032799,2021-09-08,2021-09-10,2021-09-13,2021-09-13,2021-09-15,5,2
5030468,2021-09-08,2021-09-10,2021-09-13,2021-09-13,2021-09-15,5,2
5023477,2021-09-08,2021-09-10,2021-09-13,2021-09-13,2021-09-15,5,2
5030722,2021-09-08,2021-09-10,2021-09-13,2021-09-14,2021-09-16,5,3
5024437,2021-09-08,2021-09-10,2021-09-14,2021-09-15,2021-09-17,6,3
5032445,2021-09-08,2021-09-10,2021-09-14,2021-09-15,2021-09-17,6,3
5028201,2021-09-08,2021-09-10,2021-09-14,2021-09-15,2021-09-17,6,3
5029008,2021-09-08,2021-09-10,2021-09-14,2021-09-16,2021-09-20,6,6
5021606,2021-09-08,2021-09-10,2021-09-14,2021-09-15,2021-09-17,6,3
5025303,2021-09-08,2021-09-10,2021-09-15,2021-09-16,2021-09-20,7,5
5030752,2021-09-08,2021-09-10,2021-09-15,2021-09-17,2021-09-20,7,5
5024491,2021-09-08,2021-09-10,2021-09-15,2021-09-16,2021-09-20,7,5
5029869,2021-09-08,2021-09-10,2021-09-17,2021-09-20,,9,
5036075,2021-09-08,2021-09-10,2021-09-13,2021-09-13,2021-09-15,5,2
5022275,2021-09-08,2021-09-10,2021-09-13,2021-09-13,2021-09-15,5,2
5021488,2021-09-08,2021-09-10,2021-09-13,2021-09-13,2021-09-15,5,2
5030748,2021-09-08,2021-09-10,2021-09-13,2021-09-13,2021-09-15,5,2
5033231,2021-09-08,2021-09-10,2021-09-13,2021-09-13,2021-09-15,5,2
5032621,2021-09-08,2021-09-10,2021-09-13,2021-09-14,2021-09-16,5,3
5026506,2021-09-08,2021-09-10,2021-09-13,2021-09-14,2021-09-16,5,3
5027793,2021-09-08,2021-09-10,2021-09-15,2021-09-17,2021-09-20,7,5
5023813,2021-09-08,2021-09-10,2021-09-13,2021-09-14,2021-09-16,5,3
5028210,2021-09-08,2021-09-10,2021-09-13,2021-09-13,2021-09-15,5,2
5034762,2021-09-08,2021-09-10,2021-09-13,2021-09-13,2021-09-15,5,2
5033614,2021-09-08,2021-09-10,2021-09-13,2021-09-13,2021-09-15,5,2
5030508,2021-09-08,2021-09-10,2021-09-13,2021-09-13,2021-09-15,5,2
5029974,2021-09-08,2021-09-10,2021-09-13,2021-09-14,2021-09-16,5,3
5037123,2021-09-08,2021-09-10,2021-09-13,2021-09-13,2021-09-15,5,2
5023805,2021-09-08,2021-09-10,2021-09-13,2021-09-14,2021-09-16,5,3
5031140,2021-09-08,2021-09-10,2021-09-13,2021-09-14,2021-09-16,5,3
5028827,2021-09-08,2021-09-10,2021-09-13,2021-09-14,2021-09-16,5,3
5021665,2021-09-08,2021-09-10,2021-09-13,2021-09-13,2021-09-15,5,2
5024401,2021-09-08,2021-09-10,2021-09-13,2021-09-13,2021-09-15,5,2
5030808,2021-09-08,2021-09-10,2021-09-13,2021-09-14,2021-09-16,5,3
5031563,2021-09-08,2021-09-10,2021-09-13,2021-09-13,2021-09-15,5,2
5021493,2021-09-08,2021-09-10,2021-09-13,2021-09-14,2021-09-16,5,3
5034795,2021-09-08,2021-09-10,2021-09-13,2021-09-14,2021-09-16,5,3
5021848,2021-09-08,2021-09-10,2021-09-13,2021-09-13,2021-09-15,5,2
5023274,2021-09-08,2021-09-10,2021-09-13,2021-09-15,2021-09-17,5,4
5032496,2021-09-08,2021-09-10,2021-09-13,2021-09-15,2021-09-17,5,4
5027251,2021-09-08,2021-09-10,2021-09-17,2021-09-20,,9,
5025880,2021-09-08,2021-09-10,2021-09-13,2021-09-14,2021-09-16,5,3
5037022,2021-09-08,2021-09-10,2021-09-13,2021-09-13,2021-09-15,5,2
5026517,2021-09-08,2021-09-10,2021-09-14,2021-09-15,2021-09-17,6,3
5026290,2021-09-08,2021-09-10,2021-09-14,2021-09-16,2021-09-20,6,6
5023843,2021-09-08,2021-09-10,2021-09-13,2021-09-15,2021-09-17,5,4
5035158,2021-09-08,2021-09-10,2021-09-13,2021-09-13,2021-09-15,5,2
5023854,2021-09-08,2021-09-10,2021-09-13,2021-09-13,2021-09-15,5,2
5022591,2021-09-08,2021-09-10,2021-09-13,2021-09-15,2021-09-17,5,4
5023290,2021-09-08,2021-09-10,2021-09-14,2021-09-15,2021-09-17,6,3
5037498,2021-09-08,2021-09-10,2021-09-13,2021-09-15,2021-09-17,5,4
5035243,2021-09-08,2021-09-10,2021-09-13,2021-09-13,2021-09-15,5,2
5023038,2021-09-08,2021-09-10,2021-09-14,2021-09-16,2021-09-20,6,6
5030057,2021-09-08,2021-09-10,2021-09-13,2021-09-16,2021-09-20,5,7
5022439,2021-09-08,2021-09-10,2021-09-13,2021-09-14,2021-09-16,5,3
5036944,2021-09-08,2021-09-10,2021-09-13,2021-09-14,2021-09-16,5,3
5032870,2021-09-08,2021-09-10,2021-09-16,2021-09-20,,8,
5025554,2021-09-08,2021-09-10,2021-09-14,2021-09-15,2021-09-17,6,3
5029969,2021-09-08,2021-09-10,2021-09-13,2021-09-16,2021-09-20,5,7
5022448,2021-09-08,2021-09-10,2021-09-13,2021-09-15,2021-09-17,5,4
5025440,2021-09-08,2021-09-10,2021-09-13,2021-09-13,2021-09-15,5,2
5030388,2021-09-08,2021-09-13,2021-09-15,2021-09-16,2021-09-20,7,5
5023851,2021-09-08,2021-09-13,2021-09-15,2021-09-16,2021-09-20,7,5
5034744,2021-09-08,2021-09-13,2021-09-14,2021-09-17,2021-09-20,6,6
5034865,2021-09-08,2021-09-13,2021-09-16,2021-09-17,2021-09-20,8,4
5037177,2021-09-08,2021-09-13,2021-09-14,2021-09-15,2021-09-17,6,3
5026170,2021-09-08,2021-09-13,2021-09-14,2021-09-15,2021-09-17,6,3
5032207,2021-09-08,2021-09-13,2021-09-15,2021-09-17,2021-09-20,7,5
5029574,2021-09-08,2021-09-13,2021-09-14,2021-09-15,2021-09-17,6,3
5030768,2021-09-08,2021-09-13,2021-09-14,2021-09-20,,6,
5025658,2021-09-08,2021-09-13,2021-09-13,2021-09-14,2021-09-16,5,3
5037155,2021-09-08,2021-09-13,2021-09-13,2021-09-15,2021-09-17,5,4
5036593,2021-09-08,2021-09-13,2021-09-15,2021-09-16,2021-09-20,7,5
5035138,2021-09-08,2021-09-13,2021-09-13,2021-09-14,2021-09-16,5,3
5025572,2021-09-08,2021-09-13,2021-09-15,2021-09-17,2021-09-20,7,5
5023190,2021-09-08,2021-09-13,2021-09-13,2021-09-14,2021-09-16,5,3
5028729,2021-09-08,2021-09-13,2021-09-14,2021-09-15,2021-09-17,6,3
5031412,2021-09-08,2021-09-13,2021-09-16,2021-09-17,2021-09-20,8,4
5028727,2021-09-08,2021-09-13,2021-09-14,2021-09-15,2021-09-17,6,3
5026608,2021-09-08,2021-09-13,2021-09-16,2021-09-17,2021-09-20,8,4
5033498,2021-09-08,2021-09-13,2021-09-16,2021-09-17,2021-09-20,8,4
5022556,2021-09-08,2021-09-13,2021-09-15,2021-09-17,2021-09-20,7,5
5032895,2021-09-08,2021-09-13,2021-09-15,2021-09-17,2021-09-20,7,5
5031692,2021-09-08,2021-09-13,2021-09-13,2021-09-15,2021-09-17,5,4
5021610,2021-09-08,2021-09-13,2021-09-15,2021-09-16,2021-09-20,7,5
5036307,2021-09-08,2021-09-13,2021-09-17,2021-09-20,,9,
5031050,2021-09-08,2021-09-13,2021-09-15,2021-09-16,2021-09-20,7,5
5036917,2021-09-08,2021-09-13,2021-09-14,2021-09-15,2021-09-17,6,3
5025651,2021-09-08,2021-09-13,2021-09-13,2021-09-14,2021-09-16,5,3
5034071,2021-09-08,2021-09-13,2021-09-16,2021-09-17,2021-09-20,8,4
5028147,2021-09-08,2021-09-13,2021-09-13,2021-09-14,2021-09-16,5,3
5035141,2021-09-08,2021-09-13,2021-09-17,2021-09-20,,9,
5024876,2021-09-08,2021-09-13,2021-09-14,2021-09-15,2021-09-17,6,3
5025614,2021-09-08,2021-09-13,2021-09-14,2021-09-16,2021-09-20,6,6
5030639,2021-09-08,2021-09-13,2021-09-16,2021-09-17,2021-09-20,8,4
5026577,2021-09-08,2021-09-13,2021-09-16,2021-09-17,2021-09-20,8,4
5034250,2021-09-08,2021-09-13,2021-09-14,2021-09-15,2021-09-17,6,3
5028093,2021-09-08,2021-09-13,2021-09-14,2021-09-16,2021-09-20,6,6
5029001,2021-09-08,2021-09-13,2021-09-14,2021-09-15,2021-09-17,6,3
5034819,2021-09-08,2021-09-13,2021-09-17,2021-09-20,,9,
5032377,2021-09-08,2021-09-13,2021-09-15,2021-09-16,2021-09-20,7,5
5031641,2021-09-08,2021-09-13,2021-09-17,2021-09-20,,9,
5024448,2021-09-08,2021-09-13,2021-09-15,2021-09-16,2021-09-20,7,5
5023342,2021-09-08,2021-09-13,2021-09-13,2021-09-15,2021-09-17,5,4
5037519,2021-09-08,2021-09-13,2021-09-14,2021-09-15,2021-09-17,6,3
5031586,2021-09-08,2021-09-13,2021-09-13,2021-09-15,2021-09-17,5,4
5022454,2021-09-08,2021-09-13,2021-09-15,2021-09-17,2021-09-20,7,5
5023848,2021-09-08,2021-09-13,2021-09-15,2021-09-16,2021-09-20,7,5
5031252,2021-09-08,2021-09-13,2021-09-13,2021-09-14,2021-09-16,5,3
5026546,2021-09-08,2021-09-13,2021-09-13,2021-09-14,2021-09-16,5,3
5023809,2021-09-08,2021-09-13,2021-09-14,2021-09-15,2021-09-17,6,3
5037247,2021-09-08,2021-09-13,2021-09-17,2021-09-20,,9,
5025643,2021-09-08,2021-09-13,2021-09-15,2021-09-16,2021-09-20,7,5
5030129,2021-09-08,2021-09-13,2021-09-13,2021-09-14,2021-09-16,5,3
5024316,2021-09-08,2021-09-13,2021-09-16,2021-09-17,2021-09-20,8,4
5030216,2021-09-08,2021-09-13,2021-09-14,2021-09-15,2021-09-17,6,3
5025789,2021-09-08,2021-09-13,2021-09-13,2021-09-14,2021-09-16,5,3
5024503,2021-09-08,2021-09-13,2021-09-15,2021-09-17,2021-09-20,7,5
