loan_id,state_code,county,derived_dwelling_category,property_value,loan_amount,ltv_ratio,ltv_tier
5029952,WA,King    ,Single Family (1-4 Units):Site-Built,1163421.0,795000.0,68.33,Standard Risk (<=80%)
5030075,LA,Caddo Parish   ,Single Family (1-4 Units):Site-Built,612885.0,215000.0,35.08,Standard Risk (<=80%)
5030102,KY,Warren    ,Single Family (1-4 Units):Site-Built,400000.0,215000.0,53.75,Standard Risk (<=80%)
5030106,NY,Suffolk    ,Single Family (1-4 Units):Site-Built,447369.0,255000.0,57.0,Standard Risk (<=80%)
5030167,NC,Buncombe    ,Single Family (1-4 Units):Site-Built,375000.0,225000.0,60.0,Standard Risk (<=80%)
5030170,CO,Boulder    ,Single Family (1-4 Units):Site-Built,781014.0,515000.0,65.94,Standard Risk (<=80%)
5030232,ID,Ada    ,Single Family (1-4 Units):Site-Built,604784.0,445000.0,73.58,Standard Risk (<=80%)
5030295,KY,Kenton    ,Single Family (1-4 Units):Site-Built,493394.0,295000.0,59.79,Standard Risk (<=80%)
5030362,CA,Kern    ,Single Family (1-4 Units):Site-Built,367695.0,285000.0,77.51,Standard Risk (<=80%)
5030438,OH,Ashtabula    ,Single Family (1-4 Units):Site-Built,221894.0,135000.0,60.84,Standard Risk (<=80%)
5030442,CA,San Bernardino   ,Single Family (1-4 Units):Site-Built,656980.0,425000.0,64.69,Standard Risk (<=80%)
5030520,TX,Comal    ,Single Family (1-4 Units):Site-Built,308642.0,225000.0,72.9,Standard Risk (<=80%)
5030525,CA,Yolo    ,Single Family (1-4 Units):Site-Built,546761.0,335000.0,61.27,Standard Risk (<=80%)
5030528,OR,Jackson    ,Single Family (1-4 Units):Site-Built,441667.0,265000.0,60.0,Standard Risk (<=80%)
5030556,GA,Fulton    ,Single Family (1-4 Units):Site-Built,431614.0,225000.0,52.13,Standard Risk (<=80%)
5030579,DC,District of Columbia  ,Single Family (1-4 Units):Site-Built,658731.0,415000.0,63.0,Standard Risk (<=80%)
5030625,MI,Oakland    ,Single Family (1-4 Units):Site-Built,273196.0,265000.0,97.0,High Risk (>80%)
5030710,CA,San Diego   ,Single Family (1-4 Units):Site-Built,990260.0,305000.0,30.8,Standard Risk (<=80%)
5030715,NJ,Ocean    ,Single Family (1-4 Units):Site-Built,448052.0,345000.0,77.0,Standard Risk (<=80%)
5030738,CA,Los Angeles   ,Single Family (1-4 Units):Site-Built,618750.0,495000.0,80.0,Standard Risk (<=80%)
5030752,PA,Cumberland    ,Single Family (1-4 Units):Site-Built,211947.0,165000.0,77.85,Standard Risk (<=80%)
5030756,PA,Montgomery    ,Single Family (1-4 Units):Site-Built,333497.0,205000.0,61.47,Standard Risk (<=80%)
5030773,OK,Cleveland    ,Single Family (1-4 Units):Site-Built,378572.0,265000.0,70.0,Standard Risk (<=80%)
5030799,CA,Alameda    ,Single Family (1-4 Units):Site-Built,812500.0,455000.0,56.0,Standard Risk (<=80%)
5030808,NV,Clark    ,Single Family (1-4 Units):Site-Built,646742.0,515000.0,79.63,Standard Risk (<=80%)
5030836,TX,Tarrant    ,Single Family (1-4 Units):Site-Built,325946.0,275000.0,84.37,High Risk (>80%)
5030881,IA,Jasper    ,Single Family (1-4 Units):Site-Built,167200.0,115000.0,68.78,Standard Risk (<=80%)
5030888,OR,Multnomah    ,Single Family (1-4 Units):Site-Built,734127.0,185000.0,25.2,Standard Risk (<=80%)
5030922,CA,Sacramento    ,Single Family (1-4 Units):Site-Built,436803.0,235000.0,53.8,Standard Risk (<=80%)
5031018,MN,Olmsted    ,Single Family (1-4 Units):Site-Built,158656.0,135000.0,85.09,High Risk (>80%)
5031088,MI,Oakland    ,Single Family (1-4 Units):Site-Built,312900.0,245000.0,78.3,Standard Risk (<=80%)
5031103,NY,Niagara    ,Single Family (1-4 Units):Site-Built,126639.0,85000.0,67.12,Standard Risk (<=80%)
5031184,MI,Oakland    ,Single Family (1-4 Units):Site-Built,373685.0,355000.0,95.0,High Risk (>80%)
5031230,OR,Lane    ,Single Family (1-4 Units):Site-Built,456250.0,365000.0,80.0,Standard Risk (<=80%)
5031284,OH,Franklin    ,Single Family (1-4 Units):Site-Built,156250.0,125000.0,80.0,Standard Risk (<=80%)
5031364,OR,Lane    ,Single Family (1-4 Units):Site-Built,369048.0,155000.0,42.0,Standard Risk (<=80%)
5031430,NY,Kings    ,Single Family (1-4 Units):Site-Built,2673885.0,815000.0,30.48,Standard Risk (<=80%)
5031444,TX,Travis    ,Single Family (1-4 Units):Site-Built,807053.0,325000.0,40.27,Standard Risk (<=80%)
5031449,CA,Sacramento    ,Single Family (1-4 Units):Site-Built,344224.0,275000.0,79.89,Standard Risk (<=80%)
5031497,NC,Guilford    ,Single Family (1-4 Units):Site-Built,157516.0,105000.0,66.66,Standard Risk (<=80%)
5031525,IN,Boone    ,Single Family (1-4 Units):Site-Built,436268.0,345000.0,79.08,Standard Risk (<=80%)
5031594,CA,Fresno    ,Single Family (1-4 Units):Site-Built,471699.0,225000.0,47.7,Standard Risk (<=80%)
5031598,SC,Horry    ,Single Family (1-4 Units):Site-Built,226663.0,135000.0,59.56,Standard Risk (<=80%)
5031607,MA,Essex    ,Single Family (1-4 Units):Site-Built,414474.0,315000.0,76.0,Standard Risk (<=80%)
5031612,MD,Baltimore    ,Single Family (1-4 Units):Site-Built,229937.0,155000.0,67.41,Standard Risk (<=80%)
5031637,CT,Hartford    ,Single Family (1-4 Units):Site-Built,164474.0,125000.0,76.0,Standard Risk (<=80%)
5031640,FL,Broward    ,Single Family (1-4 Units):Site-Built,473334.0,355000.0,75.0,Standard Risk (<=80%)
5031782,WI,Kenosha    ,Single Family (1-4 Units):Site-Built,598842.0,455000.0,75.98,Standard Risk (<=80%)
5031853,HI,Hawaii    ,Single Family (1-4 Units):Site-Built,256250.0,205000.0,80.0,Standard Risk (<=80%)
5031863,VA,Augusta    ,Single Family (1-4 Units):Site-Built,279762.0,235000.0,84.0,High Risk (>80%)
5031871,TX,Travis    ,Single Family (1-4 Units):Site-Built,460000.0,345000.0,75.0,Standard Risk (<=80%)
5031971,TN,Davidson    ,Single Family (1-4 Units):Site-Built,446667.0,335000.0,75.0,Standard Risk (<=80%)
5032011,MI,Livingston    ,Single Family (1-4 Units):Site-Built,278176.0,175000.0,62.91,Standard Risk (<=80%)
5032041,CA,Riverside    ,Single Family (1-4 Units):Site-Built,652543.0,385000.0,59.0,Standard Risk (<=80%)
5032130,CA,Tuolumne    ,Single Family (1-4 Units):Site-Built,408334.0,245000.0,60.0,Standard Risk (<=80%)
5032183,WA,Snohomish    ,Single Family (1-4 Units):Site-Built,609414.0,325000.0,53.33,Standard Risk (<=80%)
5032188,NY,Richmond    ,Single Family (1-4 Units):Site-Built,584843.0,365000.0,62.41,Standard Risk (<=80%)
5032256,MD,Anne Arundel   ,Single Family (1-4 Units):Site-Built,259025.0,155000.0,59.84,Standard Risk (<=80%)
5032268,MA,Norfolk    ,Single Family (1-4 Units):Site-Built,213613.0,145000.0,67.88,Standard Risk (<=80%)
5032291,CA,Santa Clara   ,Single Family (1-4 Units):Site-Built,1825007.0,705000.0,38.63,Standard Risk (<=80%)
5032307,IL,Cook    ,Single Family (1-4 Units):Site-Built,289474.0,275000.0,95.0,High Risk (>80%)
5032331,WA,Thurston    ,Single Family (1-4 Units):Site-Built,646068.0,575000.0,89.0,High Risk (>80%)
5032354,CO,Douglas    ,Single Family (1-4 Units):Site-Built,668750.0,535000.0,80.0,Standard Risk (<=80%)
5032416,CA,Madera    ,Single Family (1-4 Units):Site-Built,371622.0,275000.0,74.0,Standard Risk (<=80%)
5032496,AZ,Cochise    ,Single Family (1-4 Units):Site-Built,353334.0,265000.0,75.0,Standard Risk (<=80%)
5032526,WA,King    ,Single Family (1-4 Units):Site-Built,515623.0,335000.0,64.97,Standard Risk (<=80%)
5032580,IA,Polk    ,Single Family (1-4 Units):Site-Built,166667.0,125000.0,75.0,Standard Risk (<=80%)
5032583,TN,Rutherford    ,Single Family (1-4 Units):Site-Built,424400.0,295000.0,69.51,Standard Risk (<=80%)
5032594,IN,Dearborn    ,Single Family (1-4 Units):Site-Built,194724.0,155000.0,79.6,Standard Risk (<=80%)
5032695,WY,Albany    ,Single Family (1-4 Units):Site-Built,279246.0,185000.0,66.25,Standard Risk (<=80%)
5032727,IL,Lake    ,Single Family (1-4 Units):Site-Built,151424.0,75000.0,49.53,Standard Risk (<=80%)
5032755,TN,Rutherford    ,Single Family (1-4 Units):Site-Built,236181.0,185000.0,78.33,Standard Risk (<=80%)
5032767,FL,Broward    ,Single Family (1-4 Units):Site-Built,310000.0,155000.0,50.0,Standard Risk (<=80%)
5032814,WA,Thurston    ,Single Family (1-4 Units):Site-Built,503623.0,285000.0,56.59,Standard Risk (<=80%)
5032818,KY,Madison    ,Single Family (1-4 Units):Site-Built,220348.0,175000.0,79.42,Standard Risk (<=80%)
5032966,AZ,Maricopa    ,Single Family (1-4 Units):Site-Built,502556.0,295000.0,58.7,Standard Risk (<=80%)
5032997,TX,Guadalupe    ,Single Family (1-4 Units):Site-Built,257506.0,205000.0,79.61,Standard Risk (<=80%)
5032999,FL,Marion    ,Single Family (1-4 Units):Site-Built,126667.0,95000.0,75.0,Standard Risk (<=80%)
5033058,CA,San Mateo   ,Single Family (1-4 Units):Site-Built,1005674.0,585000.0,58.17,Standard Risk (<=80%)
5033084,CA,San Diego   ,Single Family (1-4 Units):Site-Built,840966.0,505000.0,60.05,Standard Risk (<=80%)
5033159,TX,Dallas    ,Single Family (1-4 Units):Site-Built,340439.0,115000.0,33.78,Standard Risk (<=80%)
5033165,NC,Wake    ,Single Family (1-4 Units):Site-Built,359713.0,205000.0,56.99,Standard Risk (<=80%)
5033179,FL,Collier    ,Single Family (1-4 Units):Site-Built,2418861.0,395000.0,16.33,Standard Risk (<=80%)
5033259,MI,Wayne    ,Single Family (1-4 Units):Site-Built,182116.0,145000.0,79.62,Standard Risk (<=80%)
5033382,VA,Culpeper    ,Single Family (1-4 Units):Site-Built,558334.0,335000.0,60.0,Standard Risk (<=80%)
5033415,NY,Westchester    ,Single Family (1-4 Units):Site-Built,991526.0,585000.0,59.0,Standard Risk (<=80%)
5033557,PA,Chester    ,Single Family (1-4 Units):Site-Built,314433.0,305000.0,97.0,High Risk (>80%)
5033570,TX,Dallas    ,Single Family (1-4 Units):Site-Built,681250.0,545000.0,80.0,Standard Risk (<=80%)
5033605,AZ,Maricopa    ,Single Family (1-4 Units):Site-Built,432605.0,285000.0,65.88,Standard Risk (<=80%)
5033657,GA,Gwinnett    ,Single Family (1-4 Units):Site-Built,350051.0,245000.0,69.99,Standard Risk (<=80%)
5033743,CA,San Joaquin   ,Single Family (1-4 Units):Site-Built,530067.0,305000.0,57.54,Standard Risk (<=80%)
5033750,OH,Columbiana    ,Single Family (1-4 Units):Site-Built,221359.0,205000.0,92.61,High Risk (>80%)
5033774,AZ,Maricopa    ,Single Family (1-4 Units):Site-Built,343879.0,275000.0,79.97,Standard Risk (<=80%)
5033835,SC,Greenville    ,Single Family (1-4 Units):Site-Built,209460.0,155000.0,74.0,Standard Risk (<=80%)
5033934,VA,Fairfax    ,Single Family (1-4 Units):Site-Built,560074.0,365000.0,65.17,Standard Risk (<=80%)
5033957,CT,Tolland    ,Single Family (1-4 Units):Site-Built,257290.0,105000.0,40.81,Standard Risk (<=80%)
5034021,IL,Cook    ,Single Family (1-4 Units):Site-Built,335267.0,185000.0,55.18,Standard Risk (<=80%)
5034076,NM,Taos    ,Single Family (1-4 Units):Site-Built,500000.0,265000.0,53.0,Standard Risk (<=80%)
5034081,PA,Luzerne    ,Single Family (1-4 Units):Site-Built,171625.0,135000.0,78.66,Standard Risk (<=80%)
5034222,NC,Franklin    ,Single Family (1-4 Units):Site-Built,315001.0,185000.0,58.73,Standard Risk (<=80%)
5034351,MD,Montgomery    ,Single Family (1-4 Units):Site-Built,978044.0,735000.0,75.15,Standard Risk (<=80%)
5034405,CA,Los Angeles   ,Single Family (1-4 Units):Site-Built,579642.0,365000.0,62.97,Standard Risk (<=80%)
5034563,CA,Orange    ,Single Family (1-4 Units):Site-Built,756007.0,365000.0,48.28,Standard Risk (<=80%)
5034677,PA,Lancaster    ,Single Family (1-4 Units):Site-Built,331579.0,315000.0,95.0,High Risk (>80%)
5034679,CA,Riverside    ,Single Family (1-4 Units):Site-Built,631250.0,505000.0,80.0,Standard Risk (<=80%)
5034977,CA,Los Angeles   ,Single Family (1-4 Units):Site-Built,295011.0,175000.0,59.32,Standard Risk (<=80%)
5035019,CO,Jefferson    ,Single Family (1-4 Units):Site-Built,642858.0,405000.0,63.0,Standard Risk (<=80%)
5035138,MN,Hennepin    ,Single Family (1-4 Units):Site-Built,473464.0,215000.0,45.41,Standard Risk (<=80%)
5035141,TN,Maury    ,Single Family (1-4 Units):Site-Built,507143.0,355000.0,70.0,Standard Risk (<=80%)
5035158,AL,Lee    ,Single Family (1-4 Units):Site-Built,357717.0,245000.0,68.49,Standard Risk (<=80%)
5035180,CA,San Bernardino   ,Single Family (1-4 Units):Site-Built,326070.0,205000.0,62.87,Standard Risk (<=80%)
5035198,MI,Macomb    ,Single Family (1-4 Units):Site-Built,168750.0,135000.0,80.0,Standard Risk (<=80%)
5035435,TX,El Paso   ,Single Family (1-4 Units):Site-Built,97939.0,95000.0,97.0,High Risk (>80%)
5035574,GA,Camden    ,Single Family (1-4 Units):Site-Built,280213.0,195000.0,69.59,Standard Risk (<=80%)
5035609,CA,Orange    ,Single Family (1-4 Units):Site-Built,905599.0,495000.0,54.66,Standard Risk (<=80%)
5035663,MN,Ramsey    ,Single Family (1-4 Units):Site-Built,259198.0,155000.0,59.8,Standard Risk (<=80%)
5035797,CA,San Diego   ,Single Family (1-4 Units):Site-Built,692858.0,485000.0,70.0,Standard Risk (<=80%)
5035802,WA,King    ,Single Family (1-4 Units):Site-Built,376924.0,245000.0,65.0,Standard Risk (<=80%)
5035805,MD,Prince George   ,Single Family (1-4 Units):Site-Built,537635.0,355000.0,66.03,Standard Risk (<=80%)
5035837,AZ,Maricopa    ,Single Family (1-4 Units):Site-Built,355792.0,235000.0,66.05,Standard Risk (<=80%)
5035923,IL,Kane    ,Single Family (1-4 Units):Site-Built,672970.0,605000.0,89.9,High Risk (>80%)
5035940,TN,Rutherford    ,Single Family (1-4 Units):Site-Built,244011.0,165000.0,67.62,Standard Risk (<=80%)
5035950,MI,Monroe    ,Single Family (1-4 Units):Site-Built,135715.0,95000.0,70.0,Standard Risk (<=80%)
5035974,GA,Gordon    ,Single Family (1-4 Units):Site-Built,225389.0,155000.0,68.77,Standard Risk (<=80%)
5035981,TX,Harris    ,Single Family (1-4 Units):Site-Built,474024.0,375000.0,79.11,Standard Risk (<=80%)
5035986,OH,Clermont    ,Single Family (1-4 Units):Site-Built,174243.0,115000.0,66.0,Standard Risk (<=80%)
5036018,AL,Limestone    ,Single Family (1-4 Units):Site-Built,442029.0,305000.0,69.0,Standard Risk (<=80%)
5036109,IA,Iowa    ,Single Family (1-4 Units):Site-Built,376924.0,245000.0,65.0,Standard Risk (<=80%)
5036188,MO,Clay    ,Single Family (1-4 Units):Site-Built,355599.0,255000.0,71.71,Standard Risk (<=80%)
5036330,NJ,Atlantic    ,Single Family (1-4 Units):Site-Built,372341.0,175000.0,47.0,Standard Risk (<=80%)
5036345,FL,Palm Beach   ,Single Family (1-4 Units):Site-Built,692583.0,155000.0,22.38,Standard Risk (<=80%)
5036353,CA,Los Angeles   ,Single Family (1-4 Units):Site-Built,595589.0,405000.0,68.0,Standard Risk (<=80%)
5036360,NC,Catawba    ,Single Family (1-4 Units):Site-Built,181035.0,105000.0,58.0,Standard Risk (<=80%)
5036432,OK,Marshall    ,Single Family (1-4 Units):Site-Built,561112.0,505000.0,90.0,High Risk (>80%)
5036443,NC,Wake    ,Single Family (1-4 Units):Site-Built,528005.0,395000.0,74.81,Standard Risk (<=80%)
5036455,MT,Lake    ,Single Family (1-4 Units):Site-Built,804557.0,445000.0,55.31,Standard Risk (<=80%)
5036474,RI,Bristol    ,Single Family (1-4 Units):Site-Built,404110.0,295000.0,73.0,Standard Risk (<=80%)
5036505,MT,Madison    ,Single Family (1-4 Units):Site-Built,500000.0,475000.0,95.0,High Risk (>80%)
5036516,VA,Prince William   ,Single Family (1-4 Units):Site-Built,657597.0,435000.0,66.15,Standard Risk (<=80%)
5036559,CA,Sacramento    ,Single Family (1-4 Units):Site-Built,331250.0,265000.0,80.0,Standard Risk (<=80%)
5036623,CA,Kern    ,Single Family (1-4 Units):Site-Built,213566.0,125000.0,58.53,Standard Risk (<=80%)
5036748,CA,Monterey    ,Single Family (1-4 Units):Site-Built,1382353.0,235000.0,17.0,Standard Risk (<=80%)
5036815,FL,Orange    ,Single Family (1-4 Units):Site-Built,417524.0,325000.0,77.84,Standard Risk (<=80%)
5036817,VA,Stafford    ,Single Family (1-4 Units):Site-Built,300000.0,285000.0,95.0,High Risk (>80%)
5036829,TN,Wilson    ,Single Family (1-4 Units):Site-Built,431250.0,345000.0,80.0,Standard Risk (<=80%)
5036843,AL,Shelby    ,Single Family (1-4 Units):Site-Built,313048.0,125000.0,39.93,Standard Risk (<=80%)
5036899,MN,Ramsey    ,Single Family (1-4 Units):Site-Built,293651.0,185000.0,63.0,Standard Risk (<=80%)
5036989,TX,Montgomery    ,Single Family (1-4 Units):Site-Built,451689.0,345000.0,76.38,Standard Risk (<=80%)
5037134,MA,Plymouth    ,Single Family (1-4 Units):Site-Built,340137.0,265000.0,77.91,Standard Risk (<=80%)
5037214,CA,Los Angeles   ,Single Family (1-4 Units):Site-Built,1702592.0,985000.0,57.85,Standard Risk (<=80%)
5037254,NC,Mecklenburg    ,Single Family (1-4 Units):Site-Built,338376.0,255000.0,75.36,Standard Risk (<=80%)
5037261,MD,Montgomery    ,Single Family (1-4 Units):Site-Built,719179.0,525000.0,73.0,Standard Risk (<=80%)
5037281,TN,Wayne    ,Single Family (1-4 Units):Site-Built,285011.0,185000.0,64.91,Standard Risk (<=80%)
5037285,OH,Richland    ,Single Family (1-4 Units):Site-Built,133929.0,75000.0,56.0,Standard Risk (<=80%)
5037315,TX,Tarrant    ,Single Family (1-4 Units):Site-Built,261150.0,195000.0,74.67,Standard Risk (<=80%)
5037396,WA,Snohomish    ,Single Family (1-4 Units):Site-Built,569140.0,405000.0,71.16,Standard Risk (<=80%)
5037514,AZ,Maricopa    ,Single Family (1-4 Units):Site-Built,504292.0,235000.0,46.6,Standard Risk (<=80%)
5037544,TN,Bedford    ,Single Family (1-4 Units):Site-Built,350037.0,285000.0,81.42,High Risk (>80%)
5037583,GA,DeKalb    ,Single Family (1-4 Units):Site-Built,174826.0,135000.0,77.22,Standard Risk (<=80%)
5037638,CA,Santa Barbara   ,Single Family (1-4 Units):Site-Built,772017.0,405000.0,52.46,Standard Risk (<=80%)
5024036,CA,Los Angeles   ,Single Family (1-4 Units):Site-Built,512500.0,205000.0,40.0,Standard Risk (<=80%)
5024056,IL,Rock Island   ,Single Family (1-4 Units):Site-Built,125000.0,105000.0,84.0,High Risk (>80%)
5024140,CA,Los Angeles   ,Single Family (1-4 Units):Site-Built,1036232.0,715000.0,69.0,Standard Risk (<=80%)
5024151,TN,Sullivan    ,Single Family (1-4 Units):Site-Built,394737.0,375000.0,95.0,High Risk (>80%)
5024154,NJ,Middlesex    ,Single Family (1-4 Units):Site-Built,370313.0,235000.0,63.46,Standard Risk (<=80%)
5024172,VA,Frederick    ,Single Family (1-4 Units):Site-Built,293750.0,235000.0,80.0,Standard Risk (<=80%)
5024219,AZ,Maricopa    ,Single Family (1-4 Units):Site-Built,845455.0,465000.0,55.0,Standard Risk (<=80%)
5024261,GA,Camden    ,Single Family (1-4 Units):Site-Built,493044.0,365000.0,74.03,Standard Risk (<=80%)
5024482,NY,Schenectady    ,Single Family (1-4 Units):Site-Built,225000.0,135000.0,60.0,Standard Risk (<=80%)
5024489,NH,Merrimack    ,Single Family (1-4 Units):Site-Built,362171.0,265000.0,73.17,Standard Risk (<=80%)
5024574,WA,King    ,Single Family (1-4 Units):Site-Built,1357982.0,775000.0,57.07,Standard Risk (<=80%)
5024610,IA,Johnson    ,Single Family (1-4 Units):Site-Built,131250.0,105000.0,80.0,Standard Risk (<=80%)
5024651,AZ,Maricopa    ,Single Family (1-4 Units):Site-Built,385016.0,185000.0,48.05,Standard Risk (<=80%)
5024673,MD,Washington    ,Single Family (1-4 Units):Site-Built,255028.0,175000.0,68.62,Standard Risk (<=80%)
5024676,CA,San Benito   ,Single Family (1-4 Units):Site-Built,668472.0,395000.0,59.09,Standard Risk (<=80%)
5024700,CA,San Mateo   ,Single Family (1-4 Units):Site-Built,1001839.0,545000.0,54.4,Standard Risk (<=80%)
5024763,WA,Yakima    ,Single Family (1-4 Units):Site-Built,308334.0,185000.0,60.0,Standard Risk (<=80%)
5024893,KS,Shawnee    ,Single Family (1-4 Units):Site-Built,217699.0,185000.0,84.98,High Risk (>80%)
5024958,MD,Howard    ,Single Family (1-4 Units):Site-Built,508419.0,305000.0,59.99,Standard Risk (<=80%)
5024967,CA,Riverside    ,Single Family (1-4 Units):Site-Built,627751.0,485000.0,77.26,Standard Risk (<=80%)
5025180,CT,Windham    ,Single Family (1-4 Units):Site-Built,300281.0,225000.0,74.93,Standard Risk (<=80%)
5025229,GA,Fulton    ,Single Family (1-4 Units):Site-Built,340000.0,255000.0,75.0,Standard Risk (<=80%)
5025240,WI,Marathon    ,Single Family (1-4 Units):Site-Built,273438.0,175000.0,64.0,Standard Risk (<=80%)
5025248,MA,Suffolk    ,Single Family (1-4 Units):Site-Built,648783.0,445000.0,68.59,Standard Risk (<=80%)
5025265,LA,St. Tammany Parish  ,Single Family (1-4 Units):Site-Built,265058.0,235000.0,88.66,High Risk (>80%)
5025324,MD,Prince George   ,Single Family (1-4 Units):Site-Built,368750.0,295000.0,80.0,Standard Risk (<=80%)
5025325,CA,San Diego   ,Single Family (1-4 Units):Site-Built,934500.0,545000.0,58.32,Standard Risk (<=80%)
5025388,OH,Franklin    ,Single Family (1-4 Units):Site-Built,226316.0,215000.0,95.0,High Risk (>80%)
5025389,CA,Monterey    ,Single Family (1-4 Units):Site-Built,731579.0,695000.0,95.0,High Risk (>80%)
5025594,AL,Walker    ,Single Family (1-4 Units):Site-Built,168750.0,135000.0,80.0,Standard Risk (<=80%)
5025609,AZ,Mohave    ,Single Family (1-4 Units):Site-Built,456406.0,145000.0,31.77,Standard Risk (<=80%)
5025618,CA,Stanislaus    ,Single Family (1-4 Units):Site-Built,448317.0,265000.0,59.11,Standard Risk (<=80%)
5025650,VA,Fairfax    ,Single Family (1-4 Units):Site-Built,790000.0,395000.0,50.0,Standard Risk (<=80%)
5025733,AZ,Maricopa    ,Single Family (1-4 Units):Site-Built,525863.0,305000.0,58.0,Standard Risk (<=80%)
5025745,FL,Collier    ,Single Family (1-4 Units):Site-Built,238370.0,145000.0,60.83,Standard Risk (<=80%)
5025753,CA,Fresno    ,Single Family (1-4 Units):Site-Built,264022.0,185000.0,70.07,Standard Risk (<=80%)
5025764,IN,Johnson    ,Single Family (1-4 Units):Site-Built,302602.0,235000.0,77.66,Standard Risk (<=80%)
5025786,AZ,Pima    ,Single Family (1-4 Units):Site-Built,272223.0,245000.0,90.0,High Risk (>80%)
5025811,FL,Marion    ,Single Family (1-4 Units):Site-Built,354167.0,255000.0,72.0,Standard Risk (<=80%)
5025827,UT,Salt Lake   ,Single Family (1-4 Units):Site-Built,311427.0,145000.0,46.56,Standard Risk (<=80%)
5025829,MI,Wayne    ,Single Family (1-4 Units):Site-Built,321053.0,305000.0,95.0,High Risk (>80%)
5025864,LA,East Feliciana Parish  ,Single Family (1-4 Units):Site-Built,367048.0,315000.0,85.82,High Risk (>80%)
5025916,MS,Jackson    ,Single Family (1-4 Units):Site-Built,176276.0,85000.0,48.22,Standard Risk (<=80%)
5025959,MD,Howard    ,Single Family (1-4 Units):Site-Built,418750.0,335000.0,80.0,Standard Risk (<=80%)
5026100,OH,Lake    ,Single Family (1-4 Units):Site-Built,719478.0,485000.0,67.41,Standard Risk (<=80%)
5026145,CA,Santa Clara   ,Single Family (1-4 Units):Site-Built,949929.0,535000.0,56.32,Standard Risk (<=80%)
5026166,OH,Darke    ,Single Family (1-4 Units):Site-Built,111691.0,75000.0,67.15,Standard Risk (<=80%)
5026168,NC,Swain    ,Single Family (1-4 Units):Site-Built,331250.0,265000.0,80.0,Standard Risk (<=80%)
5026487,SC,Greenville    ,Single Family (1-4 Units):Site-Built,478948.0,455000.0,95.0,High Risk (>80%)
5026564,CA,El Dorado   ,Single Family (1-4 Units):Site-Built,618645.0,365000.0,59.0,Standard Risk (<=80%)
5026570,CA,Los Angeles   ,Single Family (1-4 Units):Site-Built,639082.0,295000.0,46.16,Standard Risk (<=80%)
5026581,TN,Greene    ,Single Family (1-4 Units):Site-Built,164007.0,75000.0,45.73,Standard Risk (<=80%)
5026600,NH,Belknap    ,Single Family (1-4 Units):Site-Built,296816.0,165000.0,55.59,Standard Risk (<=80%)
5026630,OH,Lucas    ,Single Family (1-4 Units):Site-Built,292453.0,155000.0,53.0,Standard Risk (<=80%)
5026750,AZ,Maricopa    ,Single Family (1-4 Units):Site-Built,451924.0,235000.0,52.0,Standard Risk (<=80%)
5026763,FL,Polk    ,Single Family (1-4 Units):Site-Built,286667.0,215000.0,75.0,Standard Risk (<=80%)
5026768,TX,Travis    ,Single Family (1-4 Units):Site-Built,681250.0,545000.0,80.0,Standard Risk (<=80%)
5026772,MI,Wayne    ,Single Family (1-4 Units):Site-Built,170104.0,165000.0,97.0,High Risk (>80%)
5026795,MN,Goodhue    ,Single Family (1-4 Units):Site-Built,342893.0,275000.0,80.2,High Risk (>80%)
5026857,MA,Essex    ,Single Family (1-4 Units):Site-Built,458038.0,155000.0,33.84,Standard Risk (<=80%)
5026877,TX,Harrison    ,Single Family (1-4 Units):Site-Built,437214.0,305000.0,69.76,Standard Risk (<=80%)
5026924,NJ,Hudson    ,Single Family (1-4 Units):Site-Built,2062500.0,495000.0,24.0,Standard Risk (<=80%)
5026954,WA,Snohomish    ,Single Family (1-4 Units):Site-Built,365151.0,285000.0,78.05,Standard Risk (<=80%)
5027001,MS,Lee    ,Single Family (1-4 Units):Site-Built,200000.0,75000.0,37.5,Standard Risk (<=80%)
5027095,TN,Decatur    ,Single Family (1-4 Units):Site-Built,77320.0,75000.0,97.0,High Risk (>80%)
5027115,CA,Contra Costa   ,Single Family (1-4 Units):Site-Built,775470.0,545000.0,70.28,Standard Risk (<=80%)
5027121,IL,Kendall    ,Single Family (1-4 Units):Site-Built,222973.0,165000.0,74.0,Standard Risk (<=80%)
5027140,MD,Anne Arundel   ,Single Family (1-4 Units):Site-Built,207693.0,135000.0,65.0,Standard Risk (<=80%)
5027151,CA,El Dorado   ,Single Family (1-4 Units):Site-Built,850078.0,495000.0,58.23,Standard Risk (<=80%)
5027294,TX,Bexar    ,Single Family (1-4 Units):Site-Built,403281.0,295000.0,73.15,Standard Risk (<=80%)
5027315,VA,Henrico    ,Single Family (1-4 Units):Site-Built,853243.0,275000.0,32.23,Standard Risk (<=80%)
5027367,CA,Humboldt    ,Single Family (1-4 Units):Site-Built,307084.0,225000.0,73.27,Standard Risk (<=80%)
5027472,TX,Hidalgo    ,Single Family (1-4 Units):Site-Built,198413.0,125000.0,63.0,Standard Risk (<=80%)
5027488,CA,Los Angeles   ,Single Family (1-4 Units):Site-Built,634095.0,475000.0,74.91,Standard Risk (<=80%)
5027534,VA,Isle of Wight  ,Single Family (1-4 Units):Site-Built,430000.0,215000.0,50.0,Standard Risk (<=80%)
5027584,VA,Stafford    ,Single Family (1-4 Units):Site-Built,396327.0,315000.0,79.48,Standard Risk (<=80%)
