loan_id,annual_income,recurring_monthly_debt,principal_interest_pmt,median_fico_score,occupancy_type,dti_ratio,fico_tier
5033314,109000.0,1090.0,727.42,712.0,Primary residence,20.01,Good
5033519,140000.0,1984.0,1049.46,712.0,Primary residence,26.0,Good
5033524,166000.0,2767.0,1863.5,712.0,Primary residence,33.47,Good
5033584,26000.0,845.0,567.03,712.0,Primary residence,65.17,Good
5033621,81000.0,2768.0,632.78,712.0,Primary residence,50.38,Good
5033688,82000.0,1367.0,868.5,712.0,Primary residence,32.71,Good
5033794,83000.0,2214.0,1384.49,712.0,Primary residence,52.03,Good
5034006,249000.0,6225.0,1241.71,712.0,Primary residence,35.98,Good
5034033,52000.0,1517.0,1012.33,712.0,Second residence,58.37,Good
5034131,95000.0,2296.0,568.35,712.0,Primary residence,36.18,Good
5034196,274000.0,2512.0,3124.96,712.0,Primary residence,24.69,Good
5034203,119000.0,3570.0,987.05,712.0,Primary residence,45.95,Good
5034236,77000.0,2182.0,1071.05,713.0,Primary residence,50.7,Good
5034311,89000.0,2893.0,1079.37,713.0,Primary residence,53.56,Good
5034312,369000.0,8303.0,451.62,713.0,Investment property,28.47,Good
5034319,114000.0,4085.0,1303.79,713.0,Primary residence,56.72,Good
5034363,58000.0,1740.0,651.03,713.0,Primary residence,49.47,Good
5034394,70000.0,1284.0,507.81,713.0,Primary residence,30.72,Good
5034413,49000.0,1348.0,651.03,713.0,Primary residence,48.96,Good
5034589,93000.0,3333.0,1653.22,713.0,Primary residence,64.34,Good
5034700,227000.0,6621.0,2094.07,713.0,Primary residence,46.07,Good
5034725,65000.0,1842.0,1303.79,713.0,Primary residence,58.08,Good
5034727,111000.0,3978.0,1591.12,713.0,Investment property,60.21,Good
5034754,44000.0,1174.0,447.46,713.0,Primary residence,44.22,Good
5034789,80000.0,2800.0,1283.02,713.0,Primary residence,61.25,Good
5034796,90000.0,2925.0,1527.41,713.0,Primary residence,59.37,Good
5034820,101000.0,3367.0,1974.85,713.0,Primary residence,63.47,Good
5034897,75000.0,2063.0,861.04,713.0,Primary residence,46.78,Good
5034907,57000.0,1853.0,777.04,713.0,Primary residence,55.37,Good
5034981,365000.0,7605.0,3633.1600000000003,713.0,Primary residence,36.95,Good
5035060,36000.0,1110.0,574.41,713.0,Primary residence,56.15,Good
5035077,,,693.04,713.0,Primary residence,,Good
5035103,98000.0,3185.0,2255.76,713.0,Primary residence,66.62,Good
5035231,179000.0,3282.0,1613.8,713.0,Primary residence,32.82,Good
5035255,19000.0,650.0,470.13,713.0,Primary residence,70.75,Good
5035267,142000.0,2840.0,1596.45,713.0,Primary residence,37.49,Good
5035334,212000.0,2827.0,1883.25,713.0,Primary residence,26.66,Good
5035397,54000.0,2025.0,1552.1299999999999,713.0,Primary residence,79.49,Good
5035427,155000.0,5038.0,1732.73,713.0,Primary residence,52.42,Good
5035532,67000.0,1452.0,1014.06,713.0,Primary residence,44.17,Good
5035560,132000.0,3410.0,2304.65,713.0,Primary residence,51.95,Good
5035584,124000.0,4134.0,2526.03,713.0,Primary residence,64.45,Good
5035633,105000.0,1225.0,833.17,713.0,Primary residence,23.52,Good
5035709,111000.0,2498.0,1613.8,713.0,Primary residence,44.45,Good
5035752,230000.0,4600.0,954.15,713.0,Second residence,28.98,Good
5035948,79000.0,2436.0,1510.74,713.0,Primary residence,59.95,Good
5036023,156000.0,5460.0,1992.44,713.0,Primary residence,57.33,Good
5036027,441000.0,4410.0,5002.02,713.0,Primary residence,25.61,Good
5036038,33000.0,1155.0,462.9,713.0,Primary residence,58.83,Good
5036091,325000.0,5417.0,987.05,713.0,Investment property,23.65,Good
5036119,66000.0,1980.0,1328.68,713.0,Primary residence,60.16,Good
5036187,53000.0,1723.0,765.22,713.0,Primary residence,56.34,Good
5036243,109000.0,3997.0,1407.07,713.0,Primary residence,59.49,Good
5036343,33000.0,1073.0,499.03,713.0,Primary residence,57.16,Good
5036352,62000.0,1809.0,738.52,714.0,Primary residence,49.31,Good
5036358,78000.0,3055.0,1975.45,714.0,Primary residence,77.39,Good
5036400,60000.0,2250.0,1019.98,714.0,Primary residence,65.4,Good
5036637,60000.0,2400.0,1236.99,714.0,Primary residence,72.74,Good
5036805,77000.0,2182.0,393.34,714.0,Primary residence,40.14,Good
5036838,61000.0,1983.0,1451.66,714.0,Primary residence,67.57,Good
5036866,76000.0,2154.0,926.76,714.0,Primary residence,48.64,Good
5036919,96000.0,2880.0,1071.04,714.0,Primary residence,49.39,Good
5036967,138000.0,4025.0,2356.48,714.0,Primary residence,55.49,Good
5036984,146000.0,5962.0,3310.9900000000002,714.0,Primary residence,76.22,Good
5037030,56000.0,1960.0,1283.02,714.0,Primary residence,69.49,Good
5037107,219000.0,4015.0,2670.4,714.0,Primary residence,36.63,Good
5037198,76000.0,2280.0,305.49,714.0,Second residence,40.82,Good
5037206,196000.0,1960.0,1924.64,714.0,Primary residence,23.78,Good
5037232,63000.0,1050.0,543.36,714.0,Primary residence,30.35,Good
5037269,21000.0,525.0,315.02,714.0,Primary residence,48.0,Good
5037278,358000.0,7160.0,5394.34,714.0,Primary residence,42.08,Good
5037296,127000.0,4128.0,1393.49,714.0,Primary residence,52.17,Good
5037403,34000.0,1247.0,886.63,714.0,Primary residence,75.3,Good
5037467,117000.0,1268.0,613.8199999999999,714.0,Primary residence,19.3,Good
5037495,76000.0,2027.0,1469.35,714.0,Primary residence,55.21,Good
5037535,136000.0,2607.0,1242.29,714.0,Primary residence,33.96,Good
5037563,92000.0,2760.0,1220.29,714.0,Primary residence,51.92,Good
5037580,105000.0,2538.0,1230.87,714.0,Primary residence,43.07,Good
5037599,351000.0,10238.0,4362.01,714.0,Primary residence,49.91,Good
5037607,61000.0,2034.0,1097.92,714.0,Primary residence,61.61,Good
5024133,73000.0,2312.0,1690.28,714.0,Primary residence,65.79,Good
5024164,77000.0,3080.0,1869.09,714.0,Primary residence,77.13,Good
5024167,60000.0,1700.0,1179.62,714.0,Investment property,57.59,Good
5024200,93000.0,1473.0,848.5,714.0,Second residence,29.95,Good
5024278,27000.0,720.0,462.9,714.0,Primary residence,52.57,Good
5024314,407000.0,5427.0,3331.0600000000004,714.0,Primary residence,25.82,Good
5024401,210000.0,4900.0,2835.23,714.0,Second residence,44.2,Good
5024453,255000.0,5525.0,2462.71,714.0,Primary residence,37.59,Good
5024454,123000.0,3178.0,2255.82,714.0,Primary residence,53.01,Good
5024459,139000.0,3939.0,1179.62,714.0,Primary residence,44.19,Good
5024472,51000.0,1530.0,1239.06,714.0,Primary residence,65.15,Good
5024497,95000.0,2613.0,1827.08,714.0,Primary residence,56.09,Good
5024502,91000.0,2655.0,1477.71,714.0,Primary residence,54.5,Good
5024584,72000.0,2520.0,1916.95,714.0,Primary residence,73.95,Good
5024644,90000.0,2175.0,1354.54,714.0,Primary residence,47.06,Good
5024895,48000.0,1400.0,759.56,714.0,Primary residence,53.99,Good
5024926,92000.0,2147.0,933.17,714.0,Primary residence,40.18,Good
5024932,54000.0,1080.0,712.79,714.0,Primary residence,39.84,Good
5024944,147000.0,3063.0,1281.06,714.0,Primary residence,35.46,Good
5024971,130000.0,3467.0,2237.26,714.0,Primary residence,52.65,Good
5024984,95000.0,2692.0,1271.18,714.0,Primary residence,50.06,Good
5024991,154000.0,2952.0,1071.05,714.0,Primary residence,31.35,Good
5025000,65000.0,2059.0,595.16,714.0,Primary residence,49.0,Good
5025079,51000.0,1190.0,746.18,714.0,Primary residence,45.56,Good
5025085,198000.0,2475.0,1568.14,714.0,Primary residence,24.5,Good
5025108,120000.0,4300.0,2541.1200000000003,714.0,Primary residence,68.41,Good
5025144,21000.0,858.0,609.03,714.0,Primary residence,83.83,Good
5025170,156000.0,4550.0,2975.0600000000004,714.0,Primary residence,57.89,Good
5025313,138000.0,2760.0,1155.06,714.0,Primary residence,34.04,Good
5025364,77000.0,1348.0,933.35,714.0,Primary residence,35.55,Good
5025409,91000.0,1441.0,724.33,714.0,Primary residence,28.55,Good
5025497,161000.0,3623.0,1575.07,714.0,Primary residence,38.74,Good
5025523,145000.0,4713.0,2402.67,714.0,Primary residence,58.89,Good
5025531,399000.0,12303.0,3051.44,714.0,Primary residence,46.18,Good
5025557,133000.0,1441.0,1029.05,715.0,Primary residence,22.29,Good
5025586,97000.0,2991.0,1236.99,715.0,Investment property,52.31,Good
5025627,100000.0,2584.0,1912.0,715.0,Primary residence,53.95,Good
5025647,60000.0,1750.0,1410.61,715.0,Primary residence,63.21,Good
5025686,213000.0,3550.0,2650.19,715.0,Primary residence,34.93,Good
5025691,53000.0,1635.0,777.75,715.0,Primary residence,54.63,Good
5025699,109000.0,3543.0,2200.4100000000003,715.0,Investment property,63.23,Good
5025736,103000.0,2833.0,819.04,715.0,Primary residence,42.55,Good
5025766,126000.0,4305.0,976.5699999999999,715.0,Second residence,50.3,Good
5025800,48000.0,1520.0,1213.03,715.0,Primary residence,68.33,Good
5025821,63000.0,1260.0,854.96,715.0,Primary residence,40.28,Good
5025898,117000.0,3218.0,1883.25,715.0,Primary residence,52.32,Good
5025902,118000.0,2557.0,1175.93,715.0,Primary residence,37.96,Good
5025912,95000.0,1900.0,1449.69,715.0,Primary residence,42.31,Good
5026015,24000.0,860.0,600.16,715.0,Primary residence,73.01,Good
5026051,128000.0,3840.0,973.28,715.0,Primary residence,45.12,Good
5026053,118000.0,3147.0,1658.83,715.0,Primary residence,48.87,Good
5026203,116000.0,3190.0,631.33,715.0,Primary residence,39.53,Good
5026212,67000.0,2290.0,1124.19,715.0,Primary residence,61.15,Good
5026286,87000.0,3480.0,1155.06,715.0,Primary residence,63.93,Good
5026294,60000.0,1200.0,291.03999999999996,715.0,Primary residence,29.82,Good
5026352,90000.0,2250.0,903.04,715.0,Primary residence,42.04,Good
5026417,57000.0,2043.0,861.04,715.0,Primary residence,61.14,Good
5026523,61000.0,2085.0,848.5,715.0,Primary residence,57.71,Good
5026559,88000.0,2934.0,1800.47,715.0,Primary residence,64.56,Good
5026567,43000.0,1398.0,427.68,715.0,Primary residence,50.95,Good
5026611,159000.0,5963.0,861.04,715.0,Investment property,51.5,Good
5026746,147000.0,4533.0,2464.2200000000003,715.0,Primary residence,57.12,Good
5026797,101000.0,1600.0,525.03,715.0,Second residence,25.25,Good
5026829,240000.0,6200.0,1496.42,715.0,Investment property,38.48,Good
5026841,37000.0,956.0,722.81,715.0,Primary residence,54.45,Good
5026853,117000.0,3803.0,1150.19,715.0,Primary residence,50.8,Good
5027111,161000.0,1342.0,1443.1299999999999,715.0,Primary residence,20.76,Good
5027127,46000.0,1610.0,609.03,715.0,Primary residence,57.89,Good
5027225,46000.0,1380.0,846.37,715.0,Primary residence,58.08,Good
5027275,79000.0,2107.0,1054.81,715.0,Primary residence,48.03,Good
5027280,64000.0,1867.0,525.03,715.0,Primary residence,44.85,Good
5027309,349000.0,10180.0,3146.73,715.0,Primary residence,45.82,Good
5027409,130000.0,4875.0,2670.4,715.0,Primary residence,69.65,Good
5027444,61000.0,1932.0,1540.81,715.0,Primary residence,68.32,Good
5027473,80000.0,2600.0,1097.92,715.0,Primary residence,55.47,Good
5027503,30000.0,825.0,525.58,715.0,Primary residence,54.02,Good
5027544,76000.0,2977.0,1300.53,715.0,Primary residence,67.54,Good
5027665,84000.0,3080.0,759.56,715.0,Primary residence,54.85,Good
5027748,120000.0,2600.0,724.33,715.0,Primary residence,33.24,Good
5027775,33000.0,1073.0,641.55,716.0,Primary residence,62.35,Good
5027799,46000.0,1227.0,325.53,716.0,Primary residence,40.5,Good
5027816,18000.0,480.0,295.55,716.0,Primary residence,51.7,Good
5027836,93000.0,1860.0,1405.22,716.0,Primary residence,42.13,Good
5027895,71000.0,2308.0,883.47,716.0,Primary residence,53.94,Good
5027901,86000.0,2652.0,1323.8,716.0,Primary residence,55.48,Good
5027964,249000.0,9130.0,1155.06,716.0,Investment property,49.57,Good
5028022,51000.0,1658.0,735.04,716.0,Primary residence,56.31,Good
5028045,120000.0,4500.0,1563.7,716.0,Investment property,60.64,Good
5028055,104000.0,3900.0,1174.98,716.0,Primary residence,58.56,Good
5028213,135000.0,2700.0,1575.07,716.0,Primary residence,38.0,Good
5028279,43000.0,359.0,426.61,716.0,Primary residence,21.92,Good
5028296,43000.0,968.0,551.08,716.0,Primary residence,42.39,Good
5028349,165000.0,4950.0,2793.13,716.0,Primary residence,56.31,Good
5028369,90000.0,2400.0,1186.51,716.0,Primary residence,47.82,Good
5028427,88000.0,2860.0,600.16,716.0,Second residence,47.18,Good
5028465,44000.0,990.0,462.9,716.0,Primary residence,39.62,Good
5028478,110000.0,3117.0,475.99,716.0,Primary residence,39.2,Good
5028562,77000.0,1476.0,771.5,716.0,Primary residence,35.03,Good
5028633,335000.0,5584.0,4225.31,716.0,Investment property,35.14,Good
5028673,118000.0,2459.0,972.67,716.0,Primary residence,34.9,Good
5028709,101000.0,3704.0,1117.17,716.0,Primary residence,57.28,Good
5028781,231000.0,3658.0,1155.06,716.0,Primary residence,25.0,Good
5028797,102000.0,935.0,1054.81,716.0,Primary residence,23.41,Good
5028827,27000.0,990.0,595.16,716.0,Primary residence,70.45,Good
5028891,102000.0,3145.0,956.45,716.0,Primary residence,48.25,Good
5028895,20000.0,650.0,374.73,716.0,Primary residence,61.48,Good
5028965,34000.0,1389.0,889.77,716.0,Primary residence,80.43,Good
5028977,118000.0,3540.0,1144.27,716.0,Primary residence,47.64,Good
5028990,60000.0,2000.0,1117.17,716.0,Primary residence,62.34,Good
5029017,34000.0,1049.0,483.03,716.0,Primary residence,54.07,Good
5029118,201000.0,7538.0,2229.4500000000003,716.0,Primary residence,58.31,Good
5029239,56000.0,2380.0,1150.19,716.0,Primary residence,75.65,Good
5029300,67000.0,1731.0,889.89,716.0,Primary residence,46.94,Good
5029345,112000.0,3080.0,1038.64,716.0,Primary residence,44.13,Good
5029357,111000.0,1943.0,1676.3,716.0,Primary residence,39.13,Good
5029402,68000.0,2437.0,1256.45,716.0,Primary residence,65.18,Good
5029637,49000.0,1348.0,1799.94,716.0,Investment property,77.09,Good
5029659,173000.0,3028.0,1427.96,716.0,Primary residence,30.91,Good
5029662,25000.0,938.0,506.99,716.0,Primary residence,69.36,Good
5029752,194000.0,4204.0,2011.83,716.0,Primary residence,38.45,Good
5029850,289000.0,4576.0,1471.19,716.0,Primary residence,25.11,Good
5029951,102000.0,3570.0,1303.16,716.0,Investment property,57.33,Good
5029985,141000.0,5758.0,3553.9,716.0,Investment property,79.25,Good
5030021,162000.0,5400.0,955.53,716.0,Investment property,47.08,Good
5030037,110000.0,917.0,987.05,716.0,Primary residence,20.77,Good
5030082,135000.0,3375.0,1659.08,717.0,Primary residence,44.75,Good
5030138,93000.0,2635.0,1439.87,717.0,Primary residence,52.58,Good
5030203,78000.0,2405.0,847.93,717.0,Primary residence,50.05,Good
5030220,63000.0,1575.0,716.16,717.0,Primary residence,43.64,Good
5030255,81000.0,2633.0,1550.1,717.0,Primary residence,61.97,Good
5030267,51000.0,1190.0,639.25,717.0,Primary residence,43.04,Good
5030345,306000.0,7650.0,2029.82,717.0,Primary residence,37.96,Good
5030486,141000.0,4348.0,1096.97,717.0,Primary residence,46.34,Good
5030547,70000.0,2859.0,1242.12,717.0,Primary residence,70.3,Good
5030574,197000.0,5910.0,2625.8900000000003,717.0,Primary residence,52.0,Good
5030792,119000.0,4165.0,1430.62,717.0,Primary residence,56.43,Good
5030821,81000.0,1485.0,559.68,717.0,Primary residence,30.29,Good
5030931,407000.0,8480.0,2118.4700000000003,717.0,Primary residence,31.25,Good
5030987,84000.0,3360.0,771.91,717.0,Primary residence,59.03,Good
5031021,55000.0,1238.0,745.27,717.0,Primary residence,43.27,Good
5031123,199000.0,4975.0,2114.96,717.0,Primary residence,42.75,Good
5031134,94000.0,2664.0,1101.7,717.0,Primary residence,48.07,Good
5031163,170000.0,5525.0,2094.07,717.0,Investment property,53.78,Good
5031189,210000.0,2450.0,693.04,717.0,Primary residence,17.96,Good
5031227,84000.0,1120.0,815.59,717.0,Primary residence,27.65,Good
5031344,78000.0,2015.0,929.33,717.0,Primary residence,45.3,Good
5031388,52000.0,867.0,575.51,717.0,Primary residence,33.29,Good
5031569,65000.0,1680.0,911.99,717.0,Primary residence,47.85,Good
5031734,,,2529.73,717.0,Primary residence,,Good
5031940,200000.0,7334.0,1520.96,717.0,Primary residence,53.13,Good
5032051,36000.0,1470.0,972.67,717.0,Primary residence,81.42,Good
5032114,100000.0,3834.0,1407.07,717.0,Primary residence,62.89,Good
5032119,150000.0,2750.0,1323.8,717.0,Primary residence,32.59,Good
5032123,128000.0,4480.0,1714.43,717.0,Primary residence,58.07,Good
5032144,71000.0,2071.0,999.53,717.0,Investment property,51.9,Good
5032272,97000.0,1617.0,626.64,717.0,Primary residence,27.76,Good
5032314,296000.0,4934.0,3337.8900000000003,717.0,Primary residence,33.53,Good
5032361,77000.0,1669.0,875.66,717.0,Primary residence,39.66,Good
5032371,118000.0,2164.0,1872.93,717.0,Primary residence,41.05,Good
5032414,194000.0,4689.0,1559.1,717.0,Primary residence,38.65,Good
5032478,167000.0,4036.0,1071.05,717.0,Primary residence,36.7,Good
5032486,66000.0,1540.0,462.9,717.0,Investment property,36.42,Good
5032530,173000.0,2307.0,1000.72,717.0,Primary residence,22.94,Good
5032618,95000.0,4434.0,819.04,717.0,Second residence,66.35,Good
5032649,98000.0,3757.0,604.45,717.0,Primary residence,53.41,Good
5032692,92000.0,1687.0,1113.05,717.0,Primary residence,36.52,Good
5032750,58000.0,2224.0,759.56,717.0,Primary residence,61.73,Good
5032781,60000.0,2350.0,949.79,717.0,Primary residence,66.0,Good
5032794,108000.0,1530.0,1049.46,717.0,Primary residence,28.66,Good
5032849,77000.0,3080.0,1966.03,717.0,Primary residence,78.64,Good
5032872,51000.0,1403.0,651.03,717.0,Primary residence,48.33,Good
5032890,154000.0,2824.0,2219.8300000000004,717.0,Primary residence,39.3,Good
5032913,56000.0,2194.0,1029.05,717.0,Primary residence,69.07,Good
5032992,95000.0,3642.0,2157.6800000000003,717.0,Primary residence,73.26,Good
5033000,128000.0,2027.0,828.3199999999999,718.0,Primary residence,26.77,Good
5033015,198000.0,4125.0,1924.64,718.0,Primary residence,36.66,Good
5033024,404000.0,6734.0,3690.0400000000004,718.0,Investment property,30.96,Good
5033114,42000.0,1715.0,925.41,718.0,Primary residence,75.44,Good
5033122,36000.0,1320.0,516.29,718.0,Primary residence,61.21,Good
5033124,82000.0,3349.0,1160.83,718.0,Primary residence,66.0,Good
5033154,61000.0,2085.0,875.72,718.0,Primary residence,58.24,Good
5033343,63000.0,1943.0,716.16,718.0,Primary residence,50.65,Good
5033377,55000.0,2017.0,1155.06,718.0,Primary residence,69.21,Good
5033388,82000.0,3144.0,1174.98,718.0,Primary residence,63.2,Good
5033394,85000.0,3330.0,1533.07,718.0,Primary residence,68.66,Good
5033594,33000.0,1045.0,599.92,718.0,Primary residence,59.82,Good
5033660,180000.0,6600.0,1323.06,718.0,Primary residence,52.82,Good
5033667,103000.0,3005.0,1340.42,718.0,Primary residence,50.63,Good
5033695,130000.0,4009.0,838.4399999999999,718.0,Primary residence,44.75,Good
5033699,129000.0,2580.0,1323.8,718.0,Investment property,36.31,Good
5033724,81000.0,1688.0,862.42,718.0,Primary residence,37.78,Good
5033730,62000.0,827.0,315.02,718.0,Primary residence,22.1,Good
5033739,65000.0,1625.0,848.5,718.0,Primary residence,45.66,Good
5033755,62000.0,1860.0,562.09,718.0,Primary residence,46.88,Good
5033771,140000.0,2100.0,1059.53,718.0,Primary residence,27.08,Good
5033795,77000.0,1348.0,957.18,718.0,Primary residence,35.92,Good
5033801,111000.0,3793.0,1197.06,718.0,Primary residence,53.95,Good
5033827,152000.0,3800.0,2090.2000000000003,718.0,Primary residence,46.5,Good
5033863,40000.0,1467.0,567.03,718.0,Primary residence,61.02,Good
5033873,116000.0,3287.0,1785.47,718.0,Primary residence,52.47,Good
5033891,69000.0,2185.0,1174.64,718.0,Primary residence,58.43,Good
5033896,191000.0,4616.0,1516.79,718.0,Primary residence,38.53,Good
5033939,151000.0,4405.0,1617.08,718.0,Primary residence,47.86,Good
5033941,172000.0,2580.0,1038.64,718.0,Primary residence,25.25,Good
5034050,21000.0,823.0,416.68,718.0,Primary residence,70.84,Good
5034071,127000.0,2540.0,1584.22,718.0,Primary residence,38.97,Good
5034086,128000.0,2027.0,886.02,718.0,Primary residence,27.31,Good
5034112,144000.0,2280.0,672.75,718.0,Primary residence,24.61,Good
5034190,172000.0,3584.0,1608.87,718.0,Primary residence,36.23,Good
5034252,78000.0,1495.0,1144.26,718.0,Primary residence,40.6,Good
5034274,128000.0,2987.0,2379.67,718.0,Primary residence,50.31,Good
5034296,83000.0,2975.0,1763.32,718.0,Primary residence,68.51,Good
5034301,121000.0,2723.0,713.89,718.0,Primary residence,34.08,Good
5034382,83000.0,1384.0,629.35,718.0,Primary residence,29.11,Good
5034426,137000.0,4910.0,4439.72,718.0,Primary residence,81.9,Good
5034544,89000.0,1780.0,1718.61,718.0,Primary residence,47.17,Good
5034558,70000.0,817.0,692.6,718.0,Primary residence,25.88,Good
5034715,245000.0,7759.0,2358.59,718.0,Investment property,49.56,Good
5034812,93000.0,3643.0,889.77,718.0,Investment property,58.49,Good
5034927,61000.0,1119.0,898.3,718.0,Primary residence,39.68,Good
5034944,119000.0,4562.0,2107.6400000000003,718.0,Primary residence,67.26,Good
5035040,40000.0,1534.0,759.56,718.0,Primary residence,68.81,Good
5035064,111000.0,3793.0,1533.07,718.0,Primary residence,57.58,Good
5035085,86000.0,2724.0,1879.37,718.0,Primary residence,64.23,Good
5035147,76000.0,1900.0,1302.52,718.0,Primary residence,50.57,Good
5035196,144000.0,4560.0,1420.07,718.0,Primary residence,49.83,Good
5035227,136000.0,2380.0,1345.03,718.0,Primary residence,32.87,Good
5035234,49000.0,1062.0,637.67,718.0,Primary residence,41.62,Good
5035280,22000.0,697.0,436.3,718.0,Primary residence,61.82,Good
5035322,252000.0,4410.0,2214.3700000000003,719.0,Primary residence,31.54,Good
5035323,157000.0,4318.0,1701.08,719.0,Primary residence,46.01,Good
5035386,87000.0,2538.0,1360.34,719.0,Primary residence,53.77,Good
5035414,152000.0,3420.0,1094.72,719.0,Primary residence,35.64,Good
5035439,46000.0,1802.0,462.9,719.0,Second residence,59.08,Good
5035474,194000.0,9862.0,5818.47,719.0,Second residence,96.99,Good
5035603,33000.0,1018.0,651.03,719.0,Primary residence,60.69,Good
5035618,35000.0,1400.0,567.03,719.0,Primary residence,67.44,Good
5035643,95000.0,3563.0,2423.4900000000002,719.0,Primary residence,75.62,Good
5035653,108000.0,3330.0,991.93,719.0,Primary residence,48.02,Good
5035700,100000.0,2750.0,1649.6,719.0,Primary residence,52.8,Good
5035835,47000.0,1254.0,441.02,719.0,Primary residence,43.28,Good
5035872,62000.0,1757.0,1231.0,719.0,Primary residence,57.83,Good
5035877,131000.0,4585.0,2172.98,719.0,Primary residence,61.91,Good
5035907,100000.0,3334.0,1701.8799999999999,719.0,Primary residence,60.43,Good
5035931,61000.0,1881.0,1262.4,719.0,Primary residence,61.84,Good
5036043,,,900.27,719.0,Primary residence,,Good
5036123,48000.0,1920.0,735.04,719.0,Primary residence,66.38,Good
5036127,40000.0,1200.0,631.33,719.0,Primary residence,54.94,Good
5036136,83000.0,3182.0,2105.05,719.0,Primary residence,76.44,Good
5036214,131000.0,5022.0,1516.79,719.0,Primary residence,59.9,Good
5036272,43000.0,1505.0,374.73,719.0,Primary residence,52.46,Good
5036289,69000.0,1725.0,889.77,719.0,Primary residence,45.47,Good
5036449,101000.0,3620.0,1703.92,719.0,Primary residence,63.25,Good
5036500,75000.0,2875.0,1160.83,719.0,Primary residence,64.57,Good
5036590,148000.0,3084.0,2236.0600000000004,719.0,Primary residence,43.14,Good
5036596,100000.0,1667.0,815.59,719.0,Primary residence,29.79,Good
5036626,211000.0,2286.0,945.05,719.0,Primary residence,18.38,Good
5036677,125000.0,1250.0,1230.73,719.0,Primary residence,23.82,Good
5036680,291000.0,9700.0,3171.2200000000003,719.0,Second residence,53.08,Good
5036702,120000.0,1800.0,759.56,719.0,Primary residence,25.6,Good
5036810,92000.0,2530.0,1323.8,719.0,Primary residence,50.27,Good
5036833,55000.0,1788.0,875.72,719.0,Primary residence,58.12,Good
5036913,137000.0,5595.0,1314.67,719.0,Primary residence,60.52,Good
5037043,53000.0,2165.0,1596.45,719.0,Primary residence,85.16,Good
5037071,220000.0,7334.0,2270.4100000000003,719.0,Investment property,52.39,Good
5037144,156000.0,5590.0,2079.1000000000004,719.0,Primary residence,58.99,Good
5037274,337000.0,5055.0,3075.36,719.0,Primary residence,28.95,Good
5037310,185000.0,3084.0,1546.3,719.0,Primary residence,30.03,Good
5037324,59000.0,640.0,506.99,719.0,Primary residence,23.33,Good
5037340,126000.0,1575.0,649.23,719.0,Primary residence,21.18,Good
5037382,105000.0,4288.0,2138.3700000000003,719.0,Primary residence,73.44,Good
5037429,75000.0,2375.0,926.76,719.0,Primary residence,52.83,Good
5037507,275000.0,7563.0,2499.11,719.0,Primary residence,43.91,Good
5037594,175000.0,2771.0,1155.95,720.0,Primary residence,26.93,Good
5037621,125000.0,1355.0,1013.49,720.0,Primary residence,22.74,Good
5024227,81000.0,2498.0,1079.37,720.0,Primary residence,53.0,Good
5024364,199000.0,5473.0,1883.25,720.0,Second residence,44.36,Good
5024382,27000.0,945.0,509.14,720.0,Primary residence,64.63,Good
5024384,78000.0,1235.0,848.73,720.0,Primary residence,32.06,Good
5024385,126000.0,1260.0,1283.02,720.0,Primary residence,24.22,Good
5024393,1466000.0,12217.0,6502.64,720.0,Investment property,15.32,Good
5024486,156000.0,4290.0,3040.4500000000003,720.0,Primary residence,56.39,Good
5024512,36000.0,1020.0,710.93,720.0,Primary residence,57.7,Good
5024559,71000.0,1835.0,581.13,720.0,Primary residence,40.84,Good
5024568,57000.0,1663.0,662.26,720.0,Primary residence,48.95,Good
5024615,80000.0,3000.0,1917.73,720.0,Primary residence,73.77,Good
5024617,121000.0,2219.0,1124.19,720.0,Primary residence,33.16,Good
5024668,268000.0,5807.0,1134.4,720.0,Primary residence,31.08,Good
5024689,80000.0,2400.0,829.01,720.0,Primary residence,48.44,Good
5024724,148000.0,5427.0,2457.11,720.0,Primary residence,63.93,Good
5024845,84000.0,3430.0,1141.56,720.0,Primary residence,65.31,Good
5024902,95000.0,1188.0,609.03,720.0,Primary residence,22.7,Good
5024995,109000.0,3361.0,2193.8100000000004,720.0,Primary residence,61.15,Good
5025029,60000.0,1500.0,399.02,720.0,Primary residence,37.98,Good
5025122,307000.0,7675.0,3036.9700000000003,720.0,Primary residence,41.87,Good
5025201,105000.0,2800.0,1155.06,720.0,Primary residence,45.2,Good
5025204,198000.0,4455.0,2072.9900000000002,720.0,Primary residence,39.56,Good
5025224,85000.0,3471.0,1893.99,720.0,Primary residence,75.74,Good
5025225,129000.0,4193.0,1593.52,720.0,Primary residence,53.83,Good
5025235,155000.0,3359.0,2059.6600000000003,720.0,Primary residence,41.95,Good
5025261,65000.0,2005.0,649.23,720.0,Primary residence,49.0,Good
5025320,31000.0,1266.0,901.75,720.0,Primary residence,83.91,Good
5025367,416000.0,12134.0,7429.530000000001,720.0,Primary residence,56.43,Good
5025413,99000.0,1815.0,1029.05,720.0,Primary residence,34.47,Good
5025445,181000.0,3017.0,1364.49,720.0,Primary residence,29.05,Good
5025511,175000.0,4230.0,2247.1000000000004,720.0,Primary residence,44.41,Good
5025598,166000.0,3182.0,1071.05,720.0,Primary residence,30.74,Good
5025602,96000.0,3280.0,724.33,720.0,Primary residence,50.05,Good
5025778,68000.0,2210.0,604.45,720.0,Primary residence,49.67,Good
