loan_id,loan_amount,interest_rate,loan_term,loan_purpose,closing_date,securitization_price,max_whole_loan_bid,best_whole_loan_buyer,target_profit_usd,best_execution_method,best_execution_price,origination_charges,lender_credits,realized_gross_profit,profit_variance
5028465,105000.0,3.375,360,Cash-out refinance,2021-09-04,105.0,104.84375,Storgan Manley,5250.000000000005,Securitization (UMBS),105.0,0.0,0.0,5250.0,-0.0
5028478,115000.0,2.875,360,Cash-out refinance,2021-09-04,103.19,103.59625,Storgan Manley,5750.0000000000055,Whole Loan Sale,103.59625,2081.500000000001,0.0,4135.69,-1614.31
5028562,175000.0,3.375,360,Refinancing,2021-09-04,104.61,104.36,PJ Logan,8750.000000000007,Securitization (UMBS),104.61,682.5000000000018,0.0,8067.5,-682.5
5028633,635000.0,2.5,180,Refinancing,2021-09-04,103.03,103.43625,Storgan Manley,31750.00000000003,Whole Loan Sale,103.43625,12509.500000000033,0.0,21820.19,-9929.81
5028673,235000.0,2.875,360,Refinancing,2021-09-04,103.19,103.03375,Storgan Manley,11750.000000000011,Securitization (UMBS),103.19,4253.500000000002,0.0,7496.5,-4253.5
5028709,165000.0,2.75,180,Cash-out refinance,2021-09-06,104.17,104.295,PJ Logan,8250.000000000007,Whole Loan Sale,104.295,1369.4999999999955,0.0,7086.75,-1163.25
5028781,275000.0,2.99,360,Refinancing,2021-09-06,104.17,104.01375,Storgan Manley,13750.000000000013,Securitization (UMBS),104.17,2282.4999999999927,0.0,11467.5,-2282.5
5028797,195000.0,2.75,240,Cash-out refinance,2021-09-07,103.19,104.09625,Storgan Manley,9750.00000000001,Whole Loan Sale,104.09625,3529.500000000002,0.0,7987.69,-1762.31
5028827,135000.0,3.375,360,Cash-out refinance,2021-09-08,105.0,104.53125,Golden Sachs,6750.000000000006,Securitization (UMBS),105.0,0.0,0.0,6750.0,-0.0
5028891,145000.0,2.375,180,Refinancing,2021-09-08,99.88,98.22375,Golden Sachs,7250.000000000006,Securitization (UMBS),99.88,7424.000000000019,0.0,-174.0,-7424.0
5028895,85000.0,3.375,360,Home purchase,2021-09-08,104.61,103.64125,Storgan Manley,4250.000000000004,Securitization (UMBS),104.61,331.5000000000009,0.0,3918.5,-331.5
5028965,205000.0,3.25,360,Cash-out refinance,2021-09-09,104.61,103.45375,Storgan Manley,10250.00000000001,Securitization (UMBS),104.61,799.5000000000036,0.0,9450.5,-799.5
5028977,295000.0,2.375,360,Refinancing,2021-09-09,99.88,98.91125,Storgan Manley,14750.000000000013,Securitization (UMBS),99.88,15104.00000000004,0.0,-354.0,-15104.0
5028990,165000.0,2.75,180,Cash-out refinance,2021-09-10,104.17,103.13875,Storgan Manley,8250.000000000007,Securitization (UMBS),104.17,1369.4999999999955,0.0,6880.5,-1369.5
5029017,115000.0,2.99,360,Cash-out refinance,2021-09-10,103.19,101.65875,Storgan Manley,5750.0000000000055,Securitization (UMBS),103.19,2081.500000000001,0.0,3668.5,-2081.5
5029118,505000.0,2.375,300,Refinancing,2021-09-10,99.88,98.78625,Storgan Manley,25250.000000000022,Securitization (UMBS),99.88,25856.000000000065,0.0,-606.0,-25856.0
5029239,265000.0,3.25,360,Home purchase,2021-09-11,104.61,102.95375,Storgan Manley,13250.000000000011,Securitization (UMBS),104.61,1033.5000000000036,0.0,12216.5,-1033.5
5029300,215000.0,2.875,360,Cash-out refinance,2021-09-13,103.19,102.03375,Storgan Manley,10750.00000000001,Securitization (UMBS),103.19,3891.500000000001,0.0,6858.5,-3891.5
5029345,255000.0,2.75,360,Refinancing,2021-09-13,104.17,102.38875,Golden Sachs,12750.000000000011,Securitization (UMBS),104.17,2116.4999999999927,0.0,10633.5,-2116.5
5029357,405000.0,2.875,360,Home purchase,2021-09-14,103.19,101.40875,Golden Sachs,20250.00000000002,Securitization (UMBS),103.19,7330.500000000002,0.0,12919.5,-7330.5
5029402,285000.0,3.375,360,Cash-out refinance,2021-09-14,104.61,101.82875,Golden Sachs,14250.000000000013,Securitization (UMBS),104.61,1111.5000000000036,0.0,13138.5,-1111.5
5029637,405000.0,3.44,360,Cash-out refinance,2021-09-15,104.61,102.45375,Storgan Manley,20250.00000000002,Securitization (UMBS),104.61,1579.5000000000073,0.0,18670.5,-1579.5
5029659,345000.0,2.875,360,Refinancing,2021-09-15,104.17,101.82625,Golden Sachs,17250.000000000015,Securitization (UMBS),104.17,2863.499999999991,0.0,14386.5,-2863.5
5029662,115000.0,3.375,360,Home purchase,2021-09-15,104.61,102.82875,Golden Sachs,5750.0000000000055,Securitization (UMBS),104.61,448.5000000000018,0.0,5301.5,-448.5
5029752,305000.0,2.375,180,Cash-out refinance,2021-09-15,103.03,102.3425,Golden Sachs,15250.000000000013,Securitization (UMBS),103.03,6008.500000000015,0.0,9241.5,-6008.5
5029850,225000.0,2.25,180,Refinancing,2021-09-15,99.88,0.0,Golden Sachs,11250.00000000001,Securitization (UMBS),99.88,11520.00000000003,0.0,-270.0,-11520.0
5029951,305000.0,3.125,360,Cash-out refinance,2021-09-16,103.19,103.03375,Storgan Manley,15250.000000000013,Securitization (UMBS),103.19,5520.5,0.0,9729.5,-5520.5
5029985,825000.0,3.19,360,Cash-out refinance,2021-09-16,103.19,100.40875,Golden Sachs,41250.00000000004,Securitization (UMBS),103.19,14932.500000000004,0.0,26317.5,-14932.5
5030021,215000.0,3.44,360,Home improvement,2021-09-16,104.61,104.82875,Golden Sachs,10750.00000000001,Whole Loan Sale,104.82875,838.5000000000018,0.0,10381.81,-368.19
5030037,235000.0,2.99,360,Cash-out refinance,2021-09-17,103.19,101.94,PJ Logan,11750.000000000011,Securitization (UMBS),103.19,4253.500000000002,0.0,7496.5,-4253.5
5030082,395000.0,2.99,360,Cash-out refinance,2021-08-25,104.17,103.88875,Storgan Manley,19750.00000000002,Securitization (UMBS),104.17,3278.499999999989,0.0,16471.5,-3278.5
5030138,345000.0,2.94,360,Refinancing,2021-07-05,103.19,101.90875,Golden Sachs,17250.000000000015,Securitization (UMBS),103.19,6244.500000000002,0.0,11005.5,-6244.5
5030203,155000.0,2.875,240,Refinancing,2021-08-25,103.19,102.22125,Storgan Manley,7750.000000000007,Securitization (UMBS),103.19,2805.500000000001,0.0,4944.5,-2805.5
5030220,165000.0,3.25,360,Refinancing,2021-08-26,105.0,103.21875,Golden Sachs,8250.000000000007,Securitization (UMBS),105.0,0.0,0.0,8250.0,-0.0
5030255,235000.0,2.375,180,Cash-out refinance,2021-08-26,99.88,98.22375,Storgan Manley,11750.000000000011,Securitization (UMBS),99.88,12032.000000000033,0.0,-282.0,-12032.0
5030267,145000.0,3.375,360,Home purchase,2021-08-31,104.61,103.64125,Storgan Manley,7250.000000000006,Securitization (UMBS),104.61,565.5000000000018,0.0,6684.5,-565.5
5030345,445000.0,3.125,324,Refinancing,2021-09-01,103.19,101.78375,Golden Sachs,22250.00000000002,Securitization (UMBS),103.19,8054.5,0.0,14195.5,-8054.5
5030486,245000.0,3.5,360,Cash-out refinance,2021-09-01,104.61,103.51625,Storgan Manley,12250.000000000011,Securitization (UMBS),104.61,955.5000000000036,0.0,11294.5,-955.5
5030547,265000.0,3.875,360,Cash-out refinance,2021-09-01,105.77,106.67625,Storgan Manley,13250.000000000011,Whole Loan Sale,106.67625,-2040.4999999999527,0.0,17692.06,4442.06
5030574,605000.0,3.25,360,Refinancing,2021-09-02,104.61,103.57875,Storgan Manley,30250.000000000025,Securitization (UMBS),104.61,2359.5000000000073,0.0,27890.5,-2359.5
5030792,215000.0,2.5,180,Cash-out refinance,2021-09-02,99.88,100.78625,Storgan Manley,10750.00000000001,Whole Loan Sale,100.78625,11008.00000000003,0.0,1690.44,-9059.56
5030821,125000.0,3.5,360,Home purchase,2021-09-02,105.0,105.34375,Storgan Manley,6250.0000000000055,Whole Loan Sale,105.34375,0.0,0.0,6679.69,429.69
5030931,385000.0,2.94,240,Cash-out refinance,2021-09-03,104.17,103.07625,Storgan Manley,19250.00000000002,Securitization (UMBS),104.17,3195.499999999991,0.0,16054.5,-3195.5
5030987,115000.0,2.625,180,Refinancing,2021-09-03,99.88,99.41125,Golden Sachs,5750.0000000000055,Securitization (UMBS),99.88,5888.0000000000155,0.0,-138.0,-5888.0
5031021,85000.0,2.75,132,Refinancing,2021-09-03,104.17,104.51375,Storgan Manley,4250.000000000004,Whole Loan Sale,104.51375,705.4999999999977,0.0,3836.69,-413.31
5031123,495000.0,3.125,360,Home purchase,2021-09-04,103.19,103.40875,Storgan Manley,24750.000000000022,Whole Loan Sale,103.40875,8959.500000000002,0.0,16873.31,-7876.69
5031134,245000.0,3.375,348,Refinancing,2021-09-04,104.61,102.76625,Golden Sachs,12250.000000000011,Securitization (UMBS),104.61,955.5000000000036,0.0,11294.5,-955.5
5031163,475000.0,3.375,360,Home purchase,2021-09-04,104.61,104.95375,Storgan Manley,23750.000000000022,Whole Loan Sale,104.95375,1852.5000000000073,0.0,23530.31,-219.69
5031189,165000.0,2.99,360,Refinancing,2021-09-04,103.19,103.03375,Storgan Manley,8250.000000000007,Securitization (UMBS),103.19,2986.500000000001,0.0,5263.5,-2986.5
5031227,185000.0,3.375,360,Refinancing,2021-09-06,105.0,102.71875,Golden Sachs,9250.00000000001,Securitization (UMBS),105.0,0.0,0.0,9250.0,-0.0
5031344,135000.0,2.99,180,Refinancing,2021-09-06,103.19,101.28375,Golden Sachs,6750.000000000006,Securitization (UMBS),103.19,2443.500000000001,0.0,4306.5,-2443.5
5031388,85000.0,2.75,180,Refinancing,2021-09-06,103.19,101.40875,Golden Sachs,4250.000000000004,Securitization (UMBS),103.19,1538.5000000000005,0.0,2711.5,-1538.5
5031569,165000.0,2.99,240,Cash-out refinance,2021-09-07,103.19,102.22125,Golden Sachs,8250.000000000007,Securitization (UMBS),103.19,2986.500000000001,0.0,5263.5,-2986.5
5031734,565000.0,3.5,360,Home purchase,2021-09-07,105.0,105.90625,Storgan Manley,28250.000000000025,Whole Loan Sale,105.90625,0.0,0.0,33370.31,5120.31
5031940,345000.0,3.375,360,Cash-out refinance,2021-09-07,105.0,105.90625,Storgan Manley,17250.000000000015,Whole Loan Sale,105.90625,0.0,0.0,20376.56,3126.56
5032051,235000.0,2.875,360,Cash-out refinance,2021-09-07,103.19,103.40875,Golden Sachs,11750.000000000011,Whole Loan Sale,103.40875,4253.500000000002,0.0,8010.56,-3739.44
5032114,335000.0,2.99,360,Cash-out refinance,2021-09-07,103.19,101.53375,Golden Sachs,16750.000000000015,Securitization (UMBS),103.19,6063.500000000002,0.0,10686.5,-6063.5
5032119,305000.0,3.25,360,Home purchase,2021-09-08,105.0,103.90625,Storgan Manley,15250.000000000013,Securitization (UMBS),105.0,0.0,0.0,15250.0,-0.0
5032123,395000.0,3.25,360,Home purchase,2021-09-08,104.61,102.82875,Golden Sachs,19750.00000000002,Securitization (UMBS),104.61,1540.5000000000073,0.0,18209.5,-1540.5
5032144,105000.0,2.75,120,Cash-out refinance,2021-09-08,103.19,101.40875,Golden Sachs,5250.000000000005,Securitization (UMBS),103.19,1900.5000000000005,0.0,3349.5,-1900.5
5032272,95000.0,2.375,180,Refinancing,2021-09-08,99.88,99.28625,Golden Sachs,4750.000000000005,Securitization (UMBS),99.88,4864.000000000013,0.0,-114.0,-4864.0
5032314,515000.0,2.125,180,Refinancing,2021-09-08,97.45,97.16875,Storgan Manley,25750.000000000022,Securitization (UMBS),97.45,38882.50000000001,0.0,-13132.5,-38882.5
5032361,195000.0,2.99,324,Refinancing,2021-09-09,104.17,103.01375,Storgan Manley,9750.00000000001,Securitization (UMBS),104.17,1618.4999999999955,0.0,8131.5,-1618.5
5032371,475000.0,2.5,360,Home purchase,2021-09-09,99.88,98.6925,Golden Sachs,23750.000000000022,Securitization (UMBS),99.88,24320.000000000065,0.0,-570.0,-24320.0
5032414,285000.0,2.875,240,Cash-out refinance,2021-09-09,103.19,0.0,Golden Sachs,14250.000000000013,Securitization (UMBS),103.19,5158.500000000002,0.0,9091.5,-5158.5
5032478,255000.0,2.99,360,Home purchase,2021-09-09,103.19,101.53375,Storgan Manley,12750.000000000011,Securitization (UMBS),103.19,4615.500000000001,0.0,8134.5,-4615.5
5032486,105000.0,3.375,360,Cash-out refinance,2021-09-10,105.0,105.21875,Golden Sachs,5250.000000000005,Whole Loan Sale,105.21875,0.0,0.0,5479.69,229.69
5032530,185000.0,2.75,240,Home purchase,2021-09-10,103.19,102.8775,PJ Logan,9250.00000000001,Securitization (UMBS),103.19,3348.500000000002,0.0,5901.5,-3348.5
5032618,195000.0,2.99,360,Home purchase,2021-09-11,103.19,101.34625,Golden Sachs,9750.00000000001,Securitization (UMBS),103.19,3529.500000000002,0.0,6220.5,-3529.5
5032649,135000.0,3.5,360,Cash-out refinance,2021-09-11,104.61,103.32875,Golden Sachs,6750.000000000006,Securitization (UMBS),104.61,526.5000000000027,0.0,6223.5,-526.5
5032692,265000.0,2.99,360,Cash-out refinance,2021-09-11,103.19,103.03375,Storgan Manley,13250.000000000011,Securitization (UMBS),103.19,4796.5,0.0,8453.5,-4796.5
5032750,175000.0,3.25,360,Cash-out refinance,2021-09-13,104.61,104.95375,Storgan Manley,8750.000000000007,Whole Loan Sale,104.95375,682.5000000000018,0.0,8669.06,-80.94
5032781,235000.0,2.69,360,Refinancing,2021-09-13,99.88,98.91125,Golden Sachs,11750.000000000011,Securitization (UMBS),99.88,12032.000000000033,0.0,-282.0,-12032.0
5032794,155000.0,2.75,180,Cash-out refinance,2021-09-14,103.19,102.15875,Storgan Manley,7750.000000000007,Securitization (UMBS),103.19,2805.500000000001,0.0,4944.5,-2805.5
5032849,475000.0,2.875,360,Home purchase,2021-09-15,104.17,104.51375,Storgan Manley,23750.000000000022,Whole Loan Sale,104.51375,3942.499999999989,0.0,21440.31,-2309.69
5032872,155000.0,2.99,360,Refinancing,2021-09-15,103.19,102.65875,Storgan Manley,7750.000000000007,Securitization (UMBS),103.19,2805.500000000001,0.0,4944.5,-2805.5
5032890,545000.0,2.75,360,Home purchase,2021-09-16,103.19,102.72125,Golden Sachs,27250.000000000025,Securitization (UMBS),103.19,9864.500000000004,0.0,17385.5,-9864.5
5032913,245000.0,2.99,360,Cash-out refinance,2021-09-17,103.19,102.90875,Storgan Manley,12250.000000000011,Securitization (UMBS),103.19,4434.500000000001,0.0,7815.5,-4434.5
5032992,505000.0,3.125,360,Home purchase,2021-09-17,103.19,102.94,PJ Logan,25250.000000000022,Securitization (UMBS),103.19,9140.500000000002,669.37,16109.5,-9140.5
5033000,185000.0,3.5,360,Home purchase,2021-09-02,104.61,103.45375,Storgan Manley,9250.00000000001,Securitization (UMBS),104.61,721.5000000000036,0.0,8528.5,-721.5
5033015,465000.0,2.875,360,Refinancing,2021-09-15,103.19,103.53375,Storgan Manley,23250.000000000022,Whole Loan Sale,103.53375,8416.500000000004,0.0,16431.94,-6818.06
5033024,545000.0,2.75,180,Cash-out refinance,2021-08-14,103.19,102.47125,Storgan Manley,27250.000000000025,Securitization (UMBS),103.19,9864.500000000004,0.0,17385.5,-9864.5
5033114,175000.0,2.5,240,Refinancing,2021-08-24,99.88,99.03625,Storgan Manley,8750.000000000007,Securitization (UMBS),99.88,8960.000000000024,0.0,-210.0,-8960.0
5033122,75000.0,2.99,180,Cash-out refinance,2021-08-27,104.17,103.88875,Storgan Manley,3750.000000000003,Securitization (UMBS),104.17,622.4999999999977,0.0,3127.5,-622.5
5033124,285000.0,2.75,360,Refinancing,2021-08-28,103.19,103.40875,Storgan Manley,14250.000000000013,Whole Loan Sale,103.40875,5158.500000000002,0.0,9714.94,-4535.06
5033154,215000.0,2.75,360,Refinancing,2021-08-30,103.19,102.22125,Golden Sachs,10750.00000000001,Securitization (UMBS),103.19,3891.500000000001,0.0,6858.5,-3891.5
5033343,165000.0,3.25,360,Home purchase,2021-09-01,104.61,104.82875,Golden Sachs,8250.000000000007,Whole Loan Sale,104.82875,643.5000000000027,0.0,7967.44,-282.56
5033377,275000.0,2.99,360,Cash-out refinance,2021-09-01,104.17,102.01375,Golden Sachs,13750.000000000013,Securitization (UMBS),104.17,2282.4999999999927,0.0,11467.5,-2282.5
5033388,275000.0,3.125,360,Home purchase,2021-09-01,103.19,103.40875,Golden Sachs,13750.000000000013,Whole Loan Sale,103.40875,4977.500000000002,0.0,9374.06,-4375.94
5033394,365000.0,2.99,360,Cash-out refinance,2021-09-01,104.17,103.70125,Smells Largo,18250.000000000015,Securitization (UMBS),104.17,3029.499999999989,0.0,15220.5,-3029.5
5033594,125000.0,2.875,288,Refinancing,2021-09-01,103.19,101.53375,Storgan Manley,6250.0000000000055,Securitization (UMBS),103.19,2262.5000000000005,0.0,3987.5,-2262.5
5033660,315000.0,2.99,360,Cash-out refinance,2021-09-01,103.19,102.0025,Golden Sachs,15750.000000000015,Securitization (UMBS),103.19,5701.500000000002,0.0,10048.5,-5701.5
5033667,205000.0,2.25,180,Cash-out refinance,2021-09-01,99.88,99.03625,Storgan Manley,10250.00000000001,Securitization (UMBS),99.88,10496.000000000027,0.0,-246.0,-10496.0
5033695,155000.0,2.75,240,Refinancing,2021-09-01,103.19,101.53375,Golden Sachs,7750.000000000007,Securitization (UMBS),103.19,2805.500000000001,0.0,4944.5,-2805.5
5033699,305000.0,3.25,360,Cash-out refinance,2021-09-01,104.61,105.01625,Storgan Manley,15250.000000000013,Whole Loan Sale,105.01625,1189.5000000000036,0.0,15299.56,49.56
5033724,115000.0,2.5,156,Refinancing,2021-09-01,99.88,100.22375,Storgan Manley,5750.0000000000055,Whole Loan Sale,100.22375,5888.0000000000155,0.0,257.31,-5492.69
5033730,75000.0,2.99,360,Other,2021-09-01,103.19,103.40875,Storgan Manley,3750.000000000003,Whole Loan Sale,103.40875,1357.5,0.0,2556.56,-1193.44
5033739,205000.0,2.875,360,Home purchase,2021-09-02,104.17,103.92,PJ Logan,10250.00000000001,Securitization (UMBS),104.17,1701.4999999999945,0.0,8548.5,-1701.5
5033755,125000.0,3.375,348,Refinancing,2021-09-02,105.0,105.34375,Storgan Manley,6250.0000000000055,Whole Loan Sale,105.34375,0.0,0.0,6679.69,429.69
5033771,205000.0,2.25,240,Cash-out refinance,2021-09-02,99.88,99.63,PJ Logan,10250.00000000001,Securitization (UMBS),99.88,10496.000000000027,0.0,-246.0,-10496.0
5033795,235000.0,2.75,360,Refinancing,2021-09-02,103.19,103.03375,Storgan Manley,11750.000000000011,Securitization (UMBS),103.19,4253.500000000002,0.0,7496.5,-4253.5
5033801,285000.0,2.99,360,Cash-out refinance,2021-09-03,104.17,104.51375,Storgan Manley,14250.000000000013,Whole Loan Sale,104.51375,2365.4999999999927,0.0,12864.19,-1385.81
5033827,505000.0,2.875,360,Refinancing,2021-09-03,103.19,104.0025,Bank of Americans,25250.000000000022,Whole Loan Sale,104.0025,9140.500000000002,0.0,20212.62,-5037.38
5033863,135000.0,2.99,360,Refinancing,2021-09-03,103.19,102.15875,Golden Sachs,6750.000000000006,Securitization (UMBS),103.19,2443.500000000001,0.0,4306.5,-2443.5
5033873,405000.0,3.375,360,Cash-out refinance,2021-09-04,104.61,103.64125,Golden Sachs,20250.00000000002,Securitization (UMBS),104.61,1579.5000000000073,0.0,18670.5,-1579.5
5033891,175000.0,2.625,180,Cash-out refinance,2021-09-06,99.88,99.03625,Storgan Manley,8750.000000000007,Securitization (UMBS),99.88,8960.000000000024,0.0,-210.0,-8960.0
5033896,355000.0,3.125,360,Refinancing,2021-09-07,103.19,101.40875,Golden Sachs,17750.000000000015,Securitization (UMBS),103.19,6425.5,0.0,11324.5,-6425.5
5033939,385000.0,2.99,360,Home purchase,2021-09-07,104.17,102.88875,Golden Sachs,19250.00000000002,Securitization (UMBS),104.17,3195.499999999991,0.0,16054.5,-3195.5
5033941,255000.0,2.75,360,Refinancing,2021-09-07,103.19,101.53375,Storgan Manley,12750.000000000011,Securitization (UMBS),103.19,4615.500000000001,0.0,8134.5,-4615.5
5034050,85000.0,4.25,360,Cash-out refinance,2021-09-07,105.78,104.5925,Golden Sachs,4250.000000000004,Securitization (UMBS),105.78,-663.0000000000027,0.0,4913.0,663.0
5034071,365000.0,3.25,360,Cash-out refinance,2021-09-08,105.0,103.78125,Golden Sachs,18250.000000000015,Securitization (UMBS),105.0,0.0,0.0,18250.0,-0.0
5034086,195000.0,2.875,312,Refinancing,2021-09-08,103.19,102.03375,Golden Sachs,9750.00000000001,Securitization (UMBS),103.19,3529.500000000002,0.0,6220.5,-3529.5
5034112,155000.0,3.25,360,Cash-out refinance,2021-09-08,104.61,102.82875,Golden Sachs,7750.000000000007,Securitization (UMBS),104.61,604.5000000000027,0.0,7145.5,-604.5
5034190,395000.0,2.75,360,Refinancing,2021-09-09,104.17,104.38875,Golden Sachs,19750.00000000002,Whole Loan Sale,104.38875,3278.499999999989,0.0,17335.56,-2414.44
5034252,175000.0,2.25,180,Refinancing,2021-09-09,103.03,102.18625,Storgan Manley,8750.000000000007,Securitization (UMBS),103.03,3447.500000000008,0.0,5302.5,-3447.5
5034274,435000.0,2.875,240,Refinancing,2021-09-09,103.19,103.34625,Golden Sachs,21750.00000000002,Whole Loan Sale,103.34625,7873.500000000002,0.0,14556.19,-7193.81
5034296,265000.0,2.5,180,Refinancing,2021-09-09,99.88,98.91125,Storgan Manley,13250.000000000011,Securitization (UMBS),99.88,13568.000000000035,0.0,-318.0,-13568.0
5034301,135000.0,2.5,240,Refinancing,2021-09-10,99.88,98.91125,Storgan Manley,6750.000000000006,Securitization (UMBS),99.88,6912.000000000018,0.0,-162.0,-6912.0
5034382,145000.0,3.25,360,Refinancing,2021-09-11,105.0,104.53125,Storgan Manley,7250.000000000006,Securitization (UMBS),105.0,0.0,0.0,7250.0,-0.0
5034426,685000.0,2.125,180,Refinancing,2021-09-11,97.45,95.98125,Golden Sachs,34250.00000000003,Securitization (UMBS),97.45,51717.50000000001,0.0,-17467.5,-51717.5
5034544,325000.0,2.5,240,Refinancing,2021-09-13,103.03,102.78,PJ Logan,16250.000000000015,Securitization (UMBS),103.03,6402.500000000016,0.0,9847.5,-6402.5
5034558,105000.0,2.375,180,Refinancing,2021-09-13,99.88,100.28625,Storgan Manley,5250.000000000005,Whole Loan Sale,100.28625,5376.000000000014,0.0,300.56,-4949.44
5034715,535000.0,3.375,360,Home purchase,2021-09-13,104.61,102.70375,Golden Sachs,26750.000000000025,Securitization (UMBS),104.61,2086.500000000011,3643.6,24663.5,-2086.5
5034812,205000.0,3.25,360,Cash-out refinance,2021-09-14,104.61,103.45375,Golden Sachs,10250.00000000001,Securitization (UMBS),104.61,799.5000000000036,0.0,9450.5,-799.5
5034927,135000.0,2.5,180,Refinancing,2021-09-14,99.88,99.03625,Storgan Manley,6750.000000000006,Securitization (UMBS),99.88,6912.000000000018,0.0,-162.0,-6912.0
5034944,505000.0,2.94,360,Refinancing,2021-09-14,103.19,103.03375,Storgan Manley,25250.000000000022,Securitization (UMBS),103.19,9140.500000000002,0.0,16109.5,-9140.5
5035040,175000.0,3.25,360,Cash-out refinance,2021-09-14,105.0,105.40625,Storgan Manley,8750.000000000007,Whole Loan Sale,105.40625,0.0,0.0,9460.94,710.94
5035064,365000.0,2.99,360,Home purchase,2021-09-15,103.19,101.53375,Golden Sachs,18250.000000000015,Securitization (UMBS),103.19,6606.5,0.0,11643.5,-6606.5
5035085,465000.0,2.69,360,Refinancing,2021-09-15,99.88,97.34875,Storgan Manley,23250.000000000022,Securitization (UMBS),99.88,23808.000000000065,0.0,-558.0,-23808.0
5035147,325000.0,2.625,360,Refinancing,2021-09-15,99.88,100.09875,Storgan Manley,16250.000000000015,Whole Loan Sale,100.09875,16640.000000000044,0.0,320.94,-15929.06
5035196,225000.0,1.75,180,Refinancing,2021-09-15,97.45,95.91875,Storgan Manley,11250.00000000001,Securitization (UMBS),97.45,16987.5,0.0,-5737.5,-16987.5
5035227,115000.0,2.99,96,Refinancing,2021-09-16,104.17,102.38875,Golden Sachs,5750.0000000000055,Securitization (UMBS),104.17,954.4999999999973,0.0,4795.5,-954.5
5035234,95000.0,2.625,180,Refinancing,2021-09-16,99.88,98.03625,Golden Sachs,4750.000000000005,Securitization (UMBS),99.88,4864.000000000013,0.0,-114.0,-4864.0
5035280,65000.0,2.625,180,Cash-out refinance,2021-09-16,99.88,98.72375,Golden Sachs,3250.0000000000027,Securitization (UMBS),99.88,3328.0000000000086,0.0,-78.0,-3328.0
5035322,535000.0,2.875,360,Home purchase,2021-09-07,104.17,103.4825,Golden Sachs,26750.000000000025,Securitization (UMBS),104.17,4440.499999999989,0.0,22309.5,-4440.5
5035323,405000.0,2.99,360,Refinancing,2021-09-17,103.19,104.09625,Storgan Manley,20250.00000000002,Whole Loan Sale,104.09625,7330.500000000002,0.0,16589.81,-3660.19
5035386,345000.0,2.5,360,Refinancing,2021-05-12,99.88,98.91125,Golden Sachs,17250.000000000015,Securitization (UMBS),99.88,17664.000000000047,0.0,-414.0,-17664.0
5035414,115000.0,2.75,120,Cash-out refinance,2021-08-20,104.17,103.70125,Golden Sachs,5750.0000000000055,Securitization (UMBS),104.17,954.4999999999973,0.0,4795.5,-954.5
5035439,105000.0,3.375,360,Refinancing,2021-08-25,104.61,103.45375,Storgan Manley,5250.000000000005,Securitization (UMBS),104.61,409.5000000000018,0.0,4840.5,-409.5
5035474,1505000.0,2.35,360,Other,2021-08-26,99.88,98.22375,Storgan Manley,75250.00000000007,Securitization (UMBS),99.88,77056.0000000002,0.0,-1806.0,-77056.0
5035603,155000.0,2.99,360,Refinancing,2021-08-28,103.19,102.0025,Golden Sachs,7750.000000000007,Securitization (UMBS),103.19,2805.500000000001,0.0,4944.5,-2805.5
5035618,135000.0,2.99,360,Cash-out refinance,2021-08-28,104.17,103.13875,Storgan Manley,6750.000000000006,Securitization (UMBS),104.17,1120.4999999999973,0.0,5629.5,-1120.5
5035643,595000.0,2.75,360,Refinancing,2021-08-30,103.19,101.53375,Golden Sachs,29750.000000000025,Securitization (UMBS),103.19,10769.500000000004,0.0,18980.5,-10769.5
5035653,225000.0,3.375,360,Home purchase,2021-08-30,104.61,103.9225,Golden Sachs,11250.00000000001,Securitization (UMBS),104.61,877.5000000000018,0.0,10372.5,-877.5
5035700,405000.0,2.75,360,Refinancing,2021-08-31,103.19,102.84625,Storgan Manley,20250.00000000002,Securitization (UMBS),103.19,7330.500000000002,0.0,12919.5,-7330.5
5035835,105000.0,2.99,360,Cash-out refinance,2021-09-01,104.17,102.88875,Golden Sachs,5250.000000000005,Securitization (UMBS),104.17,871.4999999999973,0.0,4378.5,-871.5
5035872,185000.0,2.5,180,Refinancing,2021-09-01,99.88,98.91125,Golden Sachs,9250.00000000001,Securitization (UMBS),99.88,9472.000000000025,0.0,-222.0,-9472.0
5035877,525000.0,2.875,360,Refinancing,2021-09-02,103.19,104.09625,Storgan Manley,26250.000000000022,Whole Loan Sale,104.09625,9502.5,0.0,21505.31,-4744.69
5035907,215000.0,2.25,144,Refinancing,2021-09-02,99.88,98.72375,Storgan Manley,10750.00000000001,Securitization (UMBS),99.88,11008.00000000003,0.0,-258.0,-11008.0
5035931,305000.0,2.875,360,Cash-out refinance,2021-09-03,103.19,101.65875,Storgan Manley,15250.000000000013,Securitization (UMBS),103.19,5520.5,0.0,9729.5,-5520.5
5036043,195000.0,3.75,360,Home purchase,2021-09-03,105.77,104.48875,Golden Sachs,9750.00000000001,Securitization (UMBS),105.77,-1501.4999999999636,0.0,11251.5,1501.5
5036123,175000.0,2.99,360,Refinancing,2021-09-03,103.19,103.40875,Golden Sachs,8750.000000000007,Whole Loan Sale,103.40875,3167.5,0.0,5965.31,-2784.69
5036127,155000.0,2.75,360,Cash-out refinance,2021-09-04,103.19,104.09625,Storgan Manley,7750.000000000007,Whole Loan Sale,104.09625,2805.500000000001,0.0,6349.19,-1400.81
